PA site,NS1 site,N alleles PA,N alleles NS1,Chi,ChiSqDf
34,35,2,2,0.0737327188941,4.30663221361e-05
34,50,2,2,0.147465437788,8.69414014954e-05
34,63,2,2,0.036866359447,2.14334705075e-05
34,86,2,3,0.184331797235,5.45946890287e-05
34,93,2,2,6.56221198157,0.0211301044634
34,98,2,2,0.811059907834,0.000522317188984
34,102,2,2,0.0552995391705,3.22248002062e-05
34,104,2,3,0.165898617512,4.90196078431e-05
34,105,2,2,0.036866359447,2.14334705075e-05
34,108,2,3,0.571428571429,0.000178062678063
34,109,2,3,0.829493087558,0.000267780634105
34,112,2,2,0.0737327188941,4.30663221361e-05
34,113,2,2,0.036866359447,2.14334705075e-05
34,114,2,2,0.276497695853,0.000165738530894
34,115,2,6,4.53456221198,0.00121158392435
34,116,2,3,0.497695852535,0.000153562653563
34,117,2,2,0.516129032258,0.000319284802043
34,118,2,2,0.184331797235,0.000109189378057
34,119,2,2,0.0921658986175,5.39583872917e-05
34,122,2,3,0.0921658986175,2.69791936459e-05
34,123,2,2,0.036866359447,2.14334705075e-05
34,124,2,3,0.700460829493,0.000222128694351
34,127,2,2,0.258064516129,0.000154320987654
34,129,2,2,0.516129032258,0.000319284802043
34,138,2,3,0.36866359447,0.000111826802648
34,142,2,3,0.460829493088,0.000141492348094
34,143,2,3,0.73732718894,0.000235006580184
34,149,2,2,0.036866359447,2.14334705075e-05
34,155,2,2,0.0552995391705,3.22248002062e-05
34,162,2,2,0.0552995391705,3.22248002062e-05
34,178,2,2,0.626728110599,0.000393518518519
34,184,2,2,0.147465437788,8.69414014954e-05
34,196,2,2,0.423963133641,0.000259079030369
34,199,2,2,0.165898617512,9.80392156863e-05
34,202,2,3,0.147465437788,4.34707007477e-05
34,206,2,2,0.3133640553,0.00018873789857
34,213,2,3,0.571428571429,0.000178062678063
34,217,2,3,0.387096774194,0.000117702448211
34,224,2,2,0.036866359447,2.14334705075e-05
34,236,2,2,0.036866359447,2.14334705075e-05
34,239,2,2,0.0552995391705,3.22248002062e-05
34,249,2,2,0.479262672811,0.000295025417574
34,254,2,2,0.202764976959,0.000120392259872
34,257,2,2,0.036866359447,2.14334705075e-05
34,264,2,2,0.589861751152,0.000368527731712
34,281,2,2,0.423963133641,0.000259079030369
60,35,3,2,7.63133640553,0.0470098093244
60,50,3,2,0.884792626728,0.000267004872839
60,63,3,2,0.221198156682,6.58241179568e-05
60,86,3,3,1.10599078341,0.000167665206116
60,93,3,2,1.43778801843,0.000537425192625
60,98,3,2,19.133640553,0.0323852450867
60,102,3,2,0.331797235023,9.89652631926e-05
60,104,3,3,15.6774193548,0.098643992194
60,105,3,2,0.221198156682,6.58241179568e-05
60,108,3,3,32.7926267281,0.0545999788317
60,109,3,3,19.2442396313,0.0166856548017
60,112,3,2,7.63133640553,0.0470098093244
60,113,3,2,3.81566820276,0.0233960856591
60,114,3,2,1.65898617512,0.000508997952697
60,115,3,6,27.2073732719,0.00372088333165
60,116,3,3,30.0368663594,0.171373952891
60,117,3,2,28.9032258065,0.0905073191231
60,118,3,2,1.10599078341,0.000335330412233
60,119,3,2,0.552995391705,0.000165711066185
60,122,3,3,0.552995391705,8.28555330925e-05
60,123,3,2,0.221198156682,6.58241179568e-05
60,124,3,3,28.9032258065,0.0452791284545
60,127,3,2,1.54838709677,0.000473933649289
60,129,3,2,24.9032258065,0.0713643685943
60,138,3,3,3.06912442396,0.00148975849573
60,142,3,3,7.79723502304,0.0230706751002
60,143,3,3,31.797235023,0.0401331141986
60,149,3,2,0.221198156682,6.58241179568e-05
60,155,3,2,0.331797235023,9.89652631926e-05
60,162,3,2,0.331797235023,9.89652631926e-05
60,178,3,2,3.76036866359,0.00120853080569
60,184,3,2,0.884792626728,0.000267004872839
60,196,3,2,13.4562211982,0.0467505237937
60,199,3,2,3.17050691244,0.00368887649847
60,202,3,3,0.884792626728,0.000133502436419
60,206,3,2,6.4331797235,0.00818155623257
60,213,3,3,3.42857142857,0.00054684651841
60,217,3,3,2.32258064516,0.000361474817254
60,224,3,2,0.221198156682,6.58241179568e-05
60,236,3,2,0.221198156682,6.58241179568e-05
60,239,3,2,0.331797235023,9.89652631926e-05
60,249,3,2,21.6036866359,0.0611696082006
60,254,3,2,1.21658986175,0.000369735471077
60,257,3,2,0.221198156682,6.58241179568e-05
60,264,3,2,3.53917050691,0.00113178184905
60,281,3,2,13.4562211982,0.0467505237937
62,35,2,2,1.8801843318,0.00123869087376
62,50,2,2,3.76036866359,0.00250064354797
62,63,2,2,0.940092165899,0.000616478096896
62,86,2,3,27.2995391705,0.0540779319758
62,93,2,2,35.33640553,0.027101333864
62,98,2,2,20.6820276498,0.0150230970074
62,102,2,2,1.41013824885,0.000926862660762
62,104,2,3,5.64976958525,0.00506949024426
62,105,2,2,3.0599078341,0.00653120739641
62,108,2,3,14.5714285714,0.00512151034344
62,109,2,3,21.1520737327,0.0077020142697
62,112,2,2,1.8801843318,0.00123869087376
62,113,2,2,0.940092165899,0.000616478096896
62,114,2,2,7.05069124424,0.00476703826717
62,115,2,6,117.511520737,0.0361845839482
62,116,2,3,12.6912442396,0.00441683078759
62,117,2,2,13.1612903226,0.00918339785721
62,118,2,2,4.70046082949,0.00314054879551
62,119,2,2,2.35023041475,0.00155197283135
62,122,2,3,2.35023041475,0.000775986415673
62,123,2,2,0.940092165899,0.000616478096896
62,124,2,3,17.8617511521,0.00638895482238
62,127,2,2,6.58064516129,0.00443864229765
62,129,2,2,9.16129032258,0.00444958752385
62,138,2,3,9.40092165899,0.00321640746207
62,142,2,3,11.7511520737,0.00406965980836
62,143,2,3,13.8617511521,0.0208961675645
62,149,2,2,0.940092165899,0.000616478096896
62,155,2,2,1.41013824885,0.000926862660762
62,162,2,2,1.41013824885,0.000926862660762
62,178,2,2,16.0184331797,0.0113708174101
62,184,2,2,0.239631336406,1.01549586603e-05
62,196,2,2,10.8110599078,0.00745173524423
62,199,2,2,4.23041474654,0.00281984334204
62,202,2,3,4.23963133641,0.003440908596
62,206,2,2,7.99078341014,0.00542855532806
62,213,2,3,62.1290322581,0.134842810392
62,217,2,3,9.87096774194,0.00338540514228
62,224,2,2,0.940092165899,0.000616478096896
62,236,2,2,0.940092165899,0.000616478096896
62,239,2,2,6.58986175115,0.0202415892925
62,249,2,2,12.2211981567,0.00848563968668
62,254,2,2,2.82949308756,0.00103699042974
62,257,2,2,0.940092165899,0.000616478096896
62,264,2,2,15.0414746544,0.0105997428004
62,281,2,2,10.8110599078,0.00745173524423
105,35,2,2,7.29953917051,0.0462509032458
105,50,2,2,1.40092165899,0.000859777136716
105,63,2,2,0.350230414747,0.000211958946899
105,86,2,3,1.75115207373,0.00053989543078
105,93,2,2,34.3410138249,0.063407320772
105,98,2,2,8.29493087558,0.00598640421088
105,102,2,2,0.52534562212,0.000318676096497
105,104,2,3,15.2995391705,0.101760602783
105,105,2,2,0.350230414747,0.000211958946899
105,108,2,3,22.9216589862,0.0334424393091
105,109,2,3,8.47004608295,0.00326675014128
105,112,2,2,7.29953917051,0.0462509032458
105,113,2,2,3.64976958525,0.0230183893469
105,114,2,2,2.6267281106,0.00163901429105
105,115,2,6,43.0783410138,0.0119815431941
105,116,2,3,22.9493087558,0.153659562601
105,117,2,2,19.0967741935,0.0478953928236
105,118,2,2,1.75115207373,0.00107979086156
105,119,2,2,0.875576036866,0.000533602943241
105,122,2,3,0.875576036866,0.000266801471621
105,123,2,2,0.350230414747,0.000211958946899
105,124,2,3,57.3456221198,0.288323629446
105,127,2,2,2.45161290323,0.00152610441767
105,129,2,2,15.0967741935,0.0299324339099
105,138,2,3,3.50230414747,0.00110587276643
105,142,2,3,4.37788018433,0.00139923999175
105,143,2,3,17.3456221198,0.0149851144669
105,149,2,2,0.350230414747,0.000211958946899
105,155,2,2,0.52534562212,0.000318676096497
105,162,2,2,0.52534562212,0.000318676096497
105,178,2,2,5.95391705069,0.00389156626506
105,184,2,2,1.40092165899,0.000859777136716
105,196,2,2,3.97235023041,0.00249220168184
105,199,2,2,2.42396313364,0.00229339235166
105,202,2,3,1.40092165899,0.000429888568358
105,206,2,2,45.0230414747,0.426916029935
105,213,2,3,38.2488479263,0.257845958734
105,217,2,3,3.67741935484,0.00116397794568
105,224,2,2,0.350230414747,0.000211958946899
105,236,2,2,0.350230414747,0.000211958946899
105,239,2,2,0.52534562212,0.000318676096497
105,249,2,2,19.4470046083,0.0532267196913
105,254,2,2,1.92626728111,0.00119057791449
105,257,2,2,0.350230414747,0.000211958946899
105,264,2,2,22.3963133641,0.0582149887847
105,281,2,2,3.97235023041,0.00249220168184
130,35,2,2,0.221198156682,0.000130406433384
130,50,2,2,0.442396313364,0.000263261813874
130,63,2,2,0.110599078341,6.49013499481e-05
130,86,2,3,0.552995391705,0.000165314759302
130,93,2,2,0.3133640553,1.62113138591e-05
130,98,2,2,2.4331797235,0.00158159597412
130,102,2,2,0.165898617511,9.75778996899e-05
130,104,2,3,0.497695852535,0.000148433205058
130,105,2,2,0.110599078341,6.49013499481e-05
130,108,2,3,1.71428571429,0.000539180445723
130,109,2,3,2.48847926267,0.00081084977056
130,112,2,2,0.221198156682,0.000130406433384
130,113,2,2,0.110599078341,6.49013499481e-05
130,114,2,2,0.829493087558,0.000501862467379
130,115,2,6,3.42857142857,0.000467667960611
130,116,2,3,1.4930875576,0.000464993455648
130,117,2,2,1.54838709677,0.000966806316468
130,118,2,2,0.552995391705,0.000330629518603
130,119,2,2,0.276497695853,0.000163388013855
130,122,2,3,0.276497695853,8.16940069277e-05
130,123,2,2,0.110599078341,6.49013499481e-05
130,124,2,3,2.10138248848,0.000672613990371
130,127,2,2,0.774193548387,0.000467289719626
130,129,2,2,1.54838709677,0.000966806316468
130,138,2,3,1.10599078341,0.00033861573886
130,142,2,3,1.38248847926,0.000428444119462
130,143,2,3,2.21198156682,0.000711608710091
130,149,2,2,0.110599078341,6.49013499481e-05
130,155,2,2,0.165898617511,9.75778996899e-05
130,162,2,2,0.165898617511,9.75778996899e-05
130,178,2,2,1.8801843318,0.00119158878505
130,184,2,2,0.442396313364,0.000263261813874
130,196,2,2,1.27188940092,0.000784500989153
130,199,2,2,7.50230414747,0.0674562743062
130,202,2,3,0.442396313364,0.000131630906937
130,206,2,2,0.940092165899,0.000571505412492
130,213,2,3,1.71428571429,0.000539180445723
130,217,2,3,1.16129032258,0.000356407413274
130,224,2,2,0.110599078341,6.49013499481e-05
130,236,2,2,0.110599078341,6.49013499481e-05
130,239,2,2,0.165898617511,9.75778996899e-05
130,249,2,2,1.43778801843,0.000893347993403
130,254,2,2,0.608294930876,0.000364552263538
130,257,2,2,0.110599078341,6.49013499481e-05
130,264,2,2,2.23041474654,0.00177279974737
130,281,2,2,1.27188940092,0.000784500989153
158,35,2,2,0.589861751152,0.000356069878714
158,50,2,2,6.8202764977,0.0240252319339
158,63,2,2,0.294930875576,0.000177210703526
158,86,2,3,1.47465437788,0.000451385754266
158,93,2,2,11.5023041475,0.00838664587925
158,98,2,2,6.48847926267,0.00431848852901
158,102,2,2,0.442396313364,0.000266432797877
158,104,2,3,1.32718894009,0.000405291303124
158,105,2,2,0.294930875576,0.000177210703526
158,108,2,3,4.57142857143,0.00147221199853
158,109,2,3,6.63594470046,0.00221399490781
158,112,2,2,0.589861751152,0.000356069878714
158,113,2,2,3.70506912442,0.0279667563796
158,114,2,2,2.21198156682,0.00137031665734
158,115,2,6,36.2764976959,0.0100173063219
158,116,2,3,3.98156682028,0.00126964720266
158,117,2,2,4.12903225806,0.00263982841115
158,118,2,2,1.47465437788,0.000902771508531
158,119,2,2,19.2626728111,0.304487179487
158,122,2,3,0.73732718894,0.000223062424019
158,123,2,2,0.294930875576,0.000177210703526
158,124,2,3,5.60368663594,0.00183654729109
158,127,2,2,2.06451612903,0.00127591706539
158,129,2,2,4.12903225806,0.00263982841115
158,138,2,3,2.94930875576,0.000924577583616
158,142,2,3,3.6866359447,0.00116985061008
158,143,2,3,5.89861751152,0.00194302091176
158,149,2,2,0.294930875576,0.000177210703526
158,155,2,2,0.442396313364,0.000266432797877
158,162,2,2,0.442396313364,0.000266432797877
158,178,2,2,5.01382488479,0.00325358851675
158,184,2,2,1.1797235023,0.000718826515713
158,196,2,2,3.39170506912,0.00214205054774
158,199,2,2,1.32718894009,0.000810582606248
158,202,2,3,1.1797235023,0.000359413257857
158,206,2,2,2.5069124424,0.00156047410875
158,213,2,3,4.57142857143,0.00147221199853
158,217,2,3,3.09677419355,0.000973157083773
158,224,2,2,0.294930875576,0.000177210703526
158,236,2,2,0.294930875576,0.000177210703526
158,239,2,2,0.442396313364,0.000266432797877
158,249,2,2,3.83410138249,0.00243925321325
158,254,2,2,1.62211981567,0.000995396292149
158,257,2,2,0.294930875576,0.000177210703526
158,264,2,2,4.71889400922,0.00304696612631
158,281,2,2,3.39170506912,0.00214205054774
196,35,2,2,7.63133640553,0.0940083369899
196,50,2,2,0.73732718894,0.000442909026486
196,63,2,2,0.184331797235,0.000109189378057
196,86,2,3,3.26267281106,0.00438211997152
196,93,2,2,4.81105990783,0.00231435805026
196,98,2,2,11.9447004608,0.0230848396886
196,102,2,2,0.276497695853,0.000164164076522
196,104,2,3,15.6313364055,0.197259711432
196,105,2,2,0.184331797235,0.000109189378057
196,108,2,3,25.3271889401,0.0758257844953
196,109,2,3,12.0368663594,0.011987369872
196,112,2,2,7.63133640553,0.0940083369899
196,113,2,2,3.81566820276,0.0467865566038
196,114,2,2,1.38248847926,0.00084432836493
196,115,2,6,18.6728110599,0.00421453100728
196,116,2,3,23.4470046083,0.29729497937
196,117,2,2,21.4193548387,0.112052700065
196,118,2,2,0.921658986175,0.000556247775009
196,119,2,2,0.460829493088,0.000274882350354
196,122,2,3,0.460829493088,0.000137441175177
196,123,2,2,0.184331797235,0.000109189378057
196,124,2,3,21.4193548387,0.0560772822565
196,127,2,2,1.29032258065,0.000786163522013
196,129,2,2,17.4193548387,0.0741094664932
196,138,2,3,1.84331797235,0.000569683711603
196,142,2,3,2.30414746544,0.000720810075195
196,143,2,3,20.4976958525,0.0387714929504
196,149,2,2,0.184331797235,0.000109189378057
196,155,2,2,0.276497695853,0.000164164076522
196,162,2,2,0.276497695853,0.000164164076522
196,178,2,2,0.866359447005,0.000153232519423
196,184,2,2,0.73732718894,0.000442909026486
196,196,2,2,5.8801843318,0.0101556059871
196,199,2,2,3.17050691244,0.00729658404242
196,202,2,3,0.73732718894,0.000221454513243
196,206,2,2,6.4331797235,0.0162091414549
196,213,2,3,2.06451612903,0.000931301403
196,217,2,3,1.93548387097,0.000599616245603
196,224,2,2,0.184331797235,0.000109189378057
196,236,2,2,0.184331797235,0.000109189378057
196,239,2,2,0.276497695853,0.000164164076522
196,249,2,2,21.6036866359,0.122156293577
196,254,2,2,1.01382488479,0.000613319059726
196,257,2,2,0.184331797235,0.000109189378057
196,264,2,2,2.94930875576,0.0018774054257
196,281,2,2,5.8801843318,0.0101556059871
198,35,2,2,0.0737327188941,4.30663221361e-05
198,50,2,2,0.147465437788,8.69414014954e-05
198,63,2,2,0.036866359447,2.14334705075e-05
198,86,2,3,0.184331797235,5.45946890287e-05
198,93,2,2,1.43778801843,0.00101435705368
198,98,2,2,0.811059907834,0.000522317188984
198,102,2,2,0.0552995391705,3.22248002062e-05
198,104,2,3,0.165898617512,4.90196078431e-05
198,105,2,2,0.036866359447,2.14334705075e-05
198,108,2,3,0.571428571429,0.000178062678063
198,109,2,3,0.829493087558,0.000267780634105
198,112,2,2,0.0737327188941,4.30663221361e-05
198,113,2,2,0.036866359447,2.14334705075e-05
198,114,2,2,0.276497695853,0.000165738530894
198,115,2,6,4.60829493088,0.00125805152979
198,116,2,3,0.497695852535,0.000153562653563
198,117,2,2,0.516129032258,0.000319284802043
198,118,2,2,0.184331797235,0.000109189378057
198,119,2,2,0.0921658986175,5.39583872917e-05
198,122,2,3,0.0921658986175,2.69791936459e-05
198,123,2,2,0.036866359447,2.14334705075e-05
198,124,2,3,0.700460829493,0.000222128694351
198,127,2,2,0.258064516129,0.000154320987654
198,129,2,2,0.516129032258,0.000319284802043
198,138,2,3,0.36866359447,0.000111826802648
198,142,2,3,0.460829493088,0.000141492348094
198,143,2,3,0.73732718894,0.000235006580184
198,149,2,2,0.036866359447,2.14334705075e-05
198,155,2,2,0.0552995391705,3.22248002062e-05
198,162,2,2,0.0552995391705,3.22248002062e-05
198,178,2,2,0.626728110599,0.000393518518519
198,184,2,2,0.147465437788,8.69414014954e-05
198,196,2,2,0.423963133641,0.000259079030369
198,199,2,2,0.165898617512,9.80392156863e-05
198,202,2,3,0.147465437788,4.34707007477e-05
198,206,2,2,0.3133640553,0.00018873789857
198,213,2,3,0.571428571429,0.000178062678063
198,217,2,3,0.387096774194,0.000117702448211
198,224,2,2,0.036866359447,2.14334705075e-05
198,236,2,2,0.036866359447,2.14334705075e-05
198,239,2,2,0.0552995391705,3.22248002062e-05
198,249,2,2,0.479262672811,0.000295025417574
198,254,2,2,0.202764976959,0.000120392259872
198,257,2,2,0.036866359447,2.14334705075e-05
198,264,2,2,0.589861751152,0.000368527731712
198,281,2,2,0.423963133641,0.000259079030369
200,35,2,2,0.0737327188941,4.30663221361e-05
200,50,2,2,0.147465437788,8.69414014954e-05
200,63,2,2,0.036866359447,2.14334705075e-05
200,86,2,3,7.85253456221,0.123263888889
200,93,2,2,6.56221198157,0.0211301044634
200,98,2,2,0.811059907834,0.000522317188984
200,102,2,2,0.0552995391705,3.22248002062e-05
200,104,2,3,0.165898617512,4.90196078431e-05
200,105,2,2,0.036866359447,2.14334705075e-05
200,108,2,3,0.571428571429,0.000178062678063
200,109,2,3,0.829493087558,0.000267780634105
200,112,2,2,0.0737327188941,4.30663221361e-05
200,113,2,2,0.036866359447,2.14334705075e-05
200,114,2,2,0.276497695853,0.000165738530894
200,115,2,6,4.60829493088,0.00125805152979
200,116,2,3,0.497695852535,0.000153562653563
200,117,2,2,0.516129032258,0.000319284802043
200,118,2,2,0.184331797235,0.000109189378057
200,119,2,2,0.0921658986175,5.39583872917e-05
200,122,2,3,0.0921658986175,2.69791936459e-05
200,123,2,2,0.036866359447,2.14334705075e-05
200,124,2,3,0.700460829493,0.000222128694351
200,127,2,2,0.258064516129,0.000154320987654
200,129,2,2,0.516129032258,0.000319284802043
200,138,2,3,0.36866359447,0.000111826802648
200,142,2,3,0.460829493088,0.000141492348094
200,143,2,3,0.73732718894,0.000235006580184
200,149,2,2,0.036866359447,2.14334705075e-05
200,155,2,2,0.0552995391705,3.22248002062e-05
200,162,2,2,0.0552995391705,3.22248002062e-05
200,178,2,2,7.3732718894,0.0544662309368
200,184,2,2,0.147465437788,8.69414014954e-05
200,196,2,2,0.423963133641,0.000259079030369
200,199,2,2,0.165898617512,9.80392156863e-05
200,202,2,3,0.147465437788,4.34707007477e-05
200,206,2,2,0.3133640553,0.00018873789857
200,213,2,3,7.61290322581,0.045524691358
200,217,2,3,0.387096774194,0.000117702448211
200,224,2,2,0.036866359447,2.14334705075e-05
200,236,2,2,0.036866359447,2.14334705075e-05
200,239,2,2,0.0552995391705,3.22248002062e-05
200,249,2,2,0.479262672811,0.000295025417574
200,254,2,2,0.202764976959,0.000120392259872
200,257,2,2,0.036866359447,2.14334705075e-05
200,264,2,2,0.589861751152,0.000368527731712
200,281,2,2,0.423963133641,0.000259079030369
210,35,2,2,6.89400921659,0.0268393583544
210,50,2,2,2.21198156682,0.00139450564775
210,63,2,2,0.552995391705,0.000343784378438
210,86,2,3,1.78801843318,0.00062231458995
210,93,2,2,13.5668202765,0.00643825834615
210,98,2,2,3.83410138249,0.000832083208321
210,102,2,2,0.829493087558,0.000516873033011
210,104,2,3,14.8940092166,0.0629668025626
210,105,2,2,0.552995391705,0.000343784378438
210,108,2,3,19.9815668203,0.0166255219686
210,109,2,3,4.11059907834,0.000647231280191
210,112,2,2,6.89400921659,0.0268393583544
210,113,2,2,3.44700460829,0.0133575510329
210,114,2,2,4.14746543779,0.00265838039651
210,115,2,6,68.0184331797,0.0194333263114
210,116,2,3,22.3410138249,0.0956357797942
210,117,2,2,16.2580645161,0.0225844998293
210,118,2,2,2.76497695853,0.00175135438072
210,119,2,2,1.38248847926,0.000865471162501
210,122,2,3,1.38248847926,0.00043273558125
210,123,2,2,0.552995391705,0.000343784378438
210,124,2,3,16.2580645161,0.0119336933693
210,127,2,2,3.87096774194,0.00247524752475
210,129,2,2,12.2580645161,0.0128385683396
210,138,2,3,5.52995391705,0.00179365762663
210,142,2,3,6.91244239631,0.00226948122685
210,143,2,3,13.4930875576,0.00600804670368
210,149,2,2,0.552995391705,0.000343784378438
210,155,2,2,0.829493087558,0.000516873033011
210,162,2,2,0.829493087558,0.000516873033011
210,178,2,2,9.40092165899,0.00631188118812
210,184,2,2,5.78801843318,0.00954810269759
210,196,2,2,1.64055299539,0.000276546220157
210,199,2,2,1.51152073733,0.000580167820704
210,202,2,3,2.21198156682,0.000697252823874
210,206,2,2,3.29953917051,0.00149168958369
210,213,2,3,8.57142857143,0.00285605483625
210,217,2,3,2.21198156682,0.000707397988821
210,224,2,2,0.552995391705,0.000343784378438
210,236,2,2,0.552995391705,0.000343784378438
210,239,2,2,0.829493087558,0.000516873033011
210,249,2,2,16.8110599078,0.025876976838
210,254,2,2,3.04147465438,0.00193104416825
210,257,2,2,0.552995391705,0.000343784378438
210,264,2,2,8.84792626728,0.00591103886508
210,281,2,2,1.64055299539,0.000276546220157
214,35,2,2,0.0737327188941,4.30663221361e-05
214,50,2,2,0.147465437788,8.69414014954e-05
214,63,2,2,0.036866359447,2.14334705075e-05
214,86,2,3,0.184331797235,5.45946890287e-05
214,93,2,2,1.43778801843,0.00101435705368
214,98,2,2,0.811059907834,0.000522317188984
214,102,2,2,0.0552995391705,3.22248002062e-05
214,104,2,3,0.165898617512,4.90196078431e-05
214,105,2,2,0.036866359447,2.14334705075e-05
214,108,2,3,0.571428571429,0.000178062678063
214,109,2,3,0.829493087558,0.000267780634105
214,112,2,2,0.0737327188941,4.30663221361e-05
214,113,2,2,0.036866359447,2.14334705075e-05
214,114,2,2,0.276497695853,0.000165738530894
214,115,2,6,4.11059907834,0.00397640644808
214,116,2,3,0.497695852535,0.000153562653563
214,117,2,2,0.516129032258,0.000319284802043
214,118,2,2,0.184331797235,0.000109189378057
214,119,2,2,0.0921658986175,5.39583872917e-05
214,122,2,3,0.0921658986175,2.69791936459e-05
214,123,2,2,0.036866359447,2.14334705075e-05
214,124,2,3,0.700460829493,0.000222128694351
214,127,2,2,0.258064516129,0.000154320987654
214,129,2,2,0.516129032258,0.000319284802043
214,138,2,3,0.36866359447,0.000111826802648
214,142,2,3,0.460829493088,0.000141492348094
214,143,2,3,0.73732718894,0.000235006580184
214,149,2,2,0.036866359447,2.14334705075e-05
214,155,2,2,0.0552995391705,3.22248002062e-05
214,162,2,2,0.0552995391705,3.22248002062e-05
214,178,2,2,0.626728110599,0.000393518518519
214,184,2,2,0.147465437788,8.69414014954e-05
214,196,2,2,0.423963133641,0.000259079030369
214,199,2,2,0.165898617512,9.80392156863e-05
214,202,2,3,0.147465437788,4.34707007477e-05
214,206,2,2,0.3133640553,0.00018873789857
214,213,2,3,0.571428571429,0.000178062678063
214,217,2,3,0.387096774194,0.000117702448211
214,224,2,2,0.036866359447,2.14334705075e-05
