PB1 site,NA site,N alleles PB1,N alleles NA,Chi,ChiSqDf
69,464,2,2,17.4377880184,0.013196071867
69,465,2,2,3.59447004608,0.0194220726684
94,26,2,2,0.0552995391705,3.22248002062e-05
94,27,2,2,1.27188940092,0.000825220656828
94,34,2,2,0.387096774194,0.000232018561485
94,35,2,2,3.77880184332,0.0381478092582
94,39,2,2,0.0829493087557,4.84493515862e-05
94,44,2,3,0.940092165899,0.000295823665893
94,45,2,3,0.52534562212,0.000159338048249
94,47,2,2,0.0829493087557,4.84493515862e-05
94,48,2,2,0.0829493087557,4.84493515862e-05
94,50,2,4,0.414746543779,8.30615375244e-05
94,51,2,3,1.6866359447,0.000569160814366
94,52,2,2,0.0829493087557,4.84493515862e-05
94,53,2,3,3.50230414747,0.00746494502169
94,59,2,3,0.110599078341,3.23746829979e-05
94,61,2,2,0.801843317972,0.00049841024319
94,68,2,2,0.58064516129,0.000353926619214
94,69,2,2,0.359447004608,0.000214934059333
94,71,2,2,0.884792626728,0.00055407417668
94,76,2,2,0.0552995391705,3.22248002062e-05
94,89,2,2,0.801843317972,0.00049841024319
94,95,2,2,0.0552995391705,3.22248002062e-05
94,121,2,2,0.0829493087557,4.84493515862e-05
94,126,2,3,5.55760368664,0.00300230026986
94,129,2,2,0.0552995391705,3.22248002062e-05
94,133,2,2,0.0829493087557,4.84493515862e-05
94,148,2,2,0.0552995391705,3.22248002062e-05
94,149,2,2,2.44239631336,0.00115968821702
94,154,2,2,0.0552995391705,3.22248002062e-05
94,158,2,2,0.0552995391705,3.22248002062e-05
94,170,2,2,0.0829493087557,4.84493515862e-05
94,187,2,2,4.26728110599,0.00410731962566
94,192,2,2,0.0552995391705,3.22248002062e-05
94,199,2,2,2.02764976959,0.000794944102947
94,200,2,3,0.967741935484,0.000305287580901
94,203,2,2,0.912442396313,0.000572813904913
94,205,2,2,1.96313364055,0.00136143122855
94,211,2,2,0.0829493087557,4.84493515862e-05
94,220,2,3,1.26267281106,0.000243059309658
94,221,2,2,3.04147465438,0.00236315201512
94,236,2,2,3.46543778802,0.0024692755306
94,245,2,2,1.48387096774,0.000642270115257
94,251,2,3,1.10599078341,0.000353327758606
94,269,2,2,0.0552995391705,3.22248002062e-05
94,272,2,3,3.47465437788,0.00700211195998
94,296,2,3,0.193548387097,5.70537446274e-05
94,321,2,3,4.56221198157,0.00213474327017
94,330,2,3,0.930875576037,0.000129508859207
94,340,2,2,0.138248847926,8.11253711486e-05
94,343,2,4,3.39170506912,0.00388712294928
94,346,2,4,0.774193548387,0.000160012801024
94,361,2,2,0.248847926267,0.000147400027296
94,362,2,2,0.0552995391705,3.22248002062e-05
94,374,2,3,1.75115207373,0.000304799708317
94,379,2,2,1.07834101382,0.000687244853006
94,385,2,2,0.608294930876,0.000371680219854
94,390,2,3,3.50230414747,0.00746088785426
94,392,2,2,0.0552995391705,3.22248002062e-05
94,396,2,4,3.33640552995,0.00346613621515
94,397,2,3,1.72350230415,0.00043603135828
94,403,2,2,0.248847926267,0.000147400027296
94,417,2,2,0.0552995391705,3.22248002062e-05
94,445,2,3,0.110599078341,3.23746829979e-05
94,446,2,2,0.0552995391705,3.22248002062e-05
94,464,2,2,5.62211981567,0.00961575634061
94,465,2,2,0.0552995391705,3.22248002062e-05
164,26,2,2,3.00460829493,0.00278461117945
164,27,2,2,14.8940092166,0.00331235030499
164,34,2,2,34.9677419355,0.0554192229039
164,35,2,2,0.0184331797235,2.65707314465e-08
164,39,2,2,4.5069124424,0.00418660799137
164,44,2,3,51.0783410138,0.0255627306273
164,45,2,3,13.5207373272,0.00705102800899
164,47,2,2,4.5069124424,0.00418660799137
164,48,2,2,7.4930875576,0.0115724595391
164,50,2,4,19.5299539171,0.00627474304085
164,51,2,3,46.3686635945,0.0156938761351
164,52,2,2,3.4930875576,0.00251491319662
164,53,2,3,23.0414746544,0.00956843924267
164,59,2,3,4.99539170507,0.0052195411382
164,61,2,2,39.5668202765,0.0355231819718
164,68,2,2,19.5483870968,0.0117423520081
164,69,2,2,19.5299539171,0.0185728935674
164,71,2,2,48.0737327189,0.0478786877421
164,76,2,2,0.995391705069,0.000305616553098
164,89,2,2,43.5668202765,0.0430686529088
164,95,2,2,4.99539170507,0.00769711429221
164,121,2,2,3.4930875576,0.00251491319662
164,126,2,3,297.115207373,0.264696193961
164,129,2,2,3.00460829493,0.00278461117945
164,133,2,2,4.5069124424,0.00418660799137
164,148,2,2,0.995391705069,0.000305616553098
164,149,2,2,277.963133641,0.439668144727
164,154,2,2,3.00460829493,0.00278461117945
164,158,2,2,3.00460829493,0.00278461117945
164,170,2,2,4.5069124424,0.00418660799137
164,187,2,2,186.811059908,0.230410779544
164,192,2,2,3.00460829493,0.00278461117945
164,199,2,2,308.497695853,0.538637003788
164,200,2,3,75.4193548387,0.0560631713694
164,203,2,2,49.5760368664,0.0494980261523
164,205,2,2,177.33640553,0.325187175717
164,211,2,2,7.4930875576,0.0115724595391
164,220,2,3,136.728110599,0.0805388855445
164,221,2,2,270.746543779,0.548139031864
164,236,2,2,230.377880184,0.319430605349
164,245,2,2,124.709677419,0.132790614439
164,251,2,3,60.0921658986,0.030531777399
164,269,2,2,4.99539170507,0.00769711429221
164,272,2,3,31.4377880184,0.0181897244481
164,296,2,3,6.51612903226,0.00282860768867
164,321,2,3,284.119815668,0.242656432269
164,330,2,3,98.7557603687,0.040714013243
164,340,2,2,0.488479262673,2.96460985117e-05
164,343,2,4,38.9493087558,0.020313574727
164,346,2,4,38.064516129,0.0114237533321
164,361,2,2,13.5207373272,0.0127371391361
164,362,2,2,4.99539170507,0.00769711429221
164,374,2,3,322.525345622,0.295124477645
164,379,2,2,54.5898617512,0.0515542967868
164,385,2,2,54.9493087558,0.0887783667878
164,390,2,3,338.543778802,0.326975048482
164,392,2,2,0.995391705069,0.000305616553098
164,396,2,4,20.9769585253,0.0111883302142
164,397,2,3,281.096774194,0.234247740986
164,403,2,2,13.5207373272,0.0127371391361
164,417,2,2,0.995391705069,0.000305616553098
164,445,2,3,4.99539170507,0.0052195411382
164,446,2,2,0.995391705069,0.000305616553098
164,464,2,2,17.198156682,0.00263383575089
164,465,2,2,4.99539170507,0.00769711429221
171,26,2,2,0.036866359447,2.14334705075e-05
171,27,2,2,0.847926267281,0.000548873615884
171,34,2,2,0.258064516129,0.000154320987654
171,35,2,2,0.147465437788,8.69414014954e-05
171,39,2,2,0.0552995391705,3.22248002062e-05
171,44,2,3,0.626728110599,0.000196759259259
171,45,2,3,0.350230414747,0.000105979473449
171,47,2,2,0.0552995391705,3.22248002062e-05
171,48,2,2,0.0552995391705,3.22248002062e-05
171,50,2,4,0.276497695853,5.52461769646e-05
171,51,2,3,1.12442396313,0.000378562208321
171,52,2,2,0.0552995391705,3.22248002062e-05
171,53,2,3,0.36866359447,0.000111826802648
171,59,2,3,0.0737327188941,2.1533161068e-05
171,61,2,2,0.534562211982,0.00033150434385
171,68,2,2,0.387096774194,0.000235404896422
171,69,2,2,0.239631336406,0.000142957684525
171,71,2,2,0.589861751152,0.000368527731712
171,76,2,2,0.036866359447,2.14334705075e-05
171,89,2,2,0.534562211982,0.00033150434385
171,95,2,2,0.036866359447,2.14334705075e-05
171,121,2,2,0.0552995391705,3.22248002062e-05
171,126,2,3,3.70506912442,0.00199690033381
171,129,2,2,0.036866359447,2.14334705075e-05
171,133,2,2,0.0552995391705,3.22248002062e-05
171,148,2,2,0.036866359447,2.14334705075e-05
171,149,2,2,4.29493087558,0.00536668509305
171,154,2,2,0.036866359447,2.14334705075e-05
171,158,2,2,0.036866359447,2.14334705075e-05
171,170,2,2,0.0552995391705,3.22248002062e-05
171,187,2,2,5.51152073733,0.0102537722908
171,192,2,2,0.036866359447,2.14334705075e-05
171,199,2,2,4.01843317972,0.00467249657064
171,200,2,3,0.645161290323,0.000203053931124
171,203,2,2,0.608294930876,0.000380991964533
171,205,2,2,1.30875576037,0.000905519844914
171,211,2,2,0.0552995391705,3.22248002062e-05
171,220,2,3,6.17511520737,0.00783295922185
171,221,2,2,2.02764976959,0.00157178783722
171,236,2,2,4.97695852535,0.00762195121951
171,245,2,2,6.32258064516,0.0174501424501
171,251,2,3,0.73732718894,0.000235006580184
171,269,2,2,0.036866359447,2.14334705075e-05
171,272,2,3,0.497695852535,0.000153562653563
171,296,2,3,0.129032258064,3.79477838494e-05
171,321,2,3,3.04147465438,0.00141986782321
171,330,2,3,5.95391705069,0.00673590256924
171,340,2,2,0.0921658986175,5.39583872917e-05
171,343,2,4,0.645161290323,0.000135369287416
171,346,2,4,0.516129032258,0.000106428267348
171,361,2,2,0.165898617512,9.80392156863e-05
171,362,2,2,0.036866359447,2.14334705075e-05
171,374,2,3,3.83410138249,0.0021304490331
171,379,2,2,0.718894009217,0.000457102672293
171,385,2,2,0.405529953917,0.00024721323265
171,390,2,3,3.98156682028,0.00229357798165
171,392,2,2,0.036866359447,2.14334705075e-05
171,396,2,4,0.663594470046,0.000139586823004
171,397,2,3,3.81566820276,0.00211086637298
171,403,2,2,0.165898617512,9.80392156863e-05
171,417,2,2,0.036866359447,2.14334705075e-05
171,445,2,3,0.0737327188941,2.1533161068e-05
171,446,2,2,0.036866359447,2.14334705075e-05
171,464,2,2,6.41474654378,0.0187338501292
171,465,2,2,0.036866359447,2.14334705075e-05
176,26,2,2,0.516129032258,7.83852635704e-05
176,27,2,2,76.1290322581,0.0825548606813
176,34,2,2,24.3870967742,0.0257142857143
176,35,2,2,10.064516129,0.00755644980997
176,39,2,2,1.22580645161,0.000295445152367
176,44,2,3,43.7419354839,0.0216264172336
176,45,2,3,17.0967741935,0.00826398564781
176,47,2,2,6.77419354839,0.00902294405775
176,48,2,2,5.22580645161,0.00536957242294
176,50,2,4,17.4193548387,0.00898562907882
176,51,2,3,106.258064516,0.0630792799694
176,52,2,2,1.22580645161,0.000295445152367
176,53,2,3,40.6451612903,0.029636202307
176,59,2,3,4.51612903226,0.00476506881822
176,61,2,2,50.5161290323,0.0552380952381
176,68,2,2,39.4193548387,0.0455492536895
176,69,2,2,14.6451612903,0.00996309927426
176,71,2,2,39.7419354839,0.031214298876
176,76,2,2,0.516129032258,7.83852635704e-05
176,89,2,2,46.5161290323,0.0468366365514
176,95,2,2,3.48387096774,0.00357142857143
176,121,2,2,5.22580645161,0.00536957242294
176,126,2,3,286.903225806,0.250647508424
176,129,2,2,0.516129032258,7.83852635704e-05
176,133,2,2,2.77419354839,0.0015132356973
176,148,2,2,0.516129032258,7.83852635704e-05
176,149,2,2,333.870967742,0.605113610366
176,154,2,2,4.51612903226,0.00600137174211
176,158,2,2,4.51612903226,0.00600137174211
176,170,2,2,5.22580645161,0.00536957242294
176,187,2,2,188.838709677,0.224599445405
176,192,2,2,4.51612903226,0.00600137174211
176,199,2,2,371.741935484,0.746112738145
176,200,2,3,57.4838709677,0.0317498205074
176,203,2,2,37.4838709677,0.0269936830203
176,205,2,2,123.677419355,0.150885478158
176,211,2,2,5.22580645161,0.00536957242294
176,220,2,3,223.548387097,0.19291160573
176,221,2,2,191.612903226,0.261904761905
176,236,2,2,258.322580645,0.383132256014
176,245,2,2,205.483870968,0.343915343915
176,251,2,3,15.6774193548,0.00817554320092
176,269,2,2,3.48387096774,0.00357142857143
176,272,2,3,47.0322580645,0.0255879255879
176,296,2,3,3.8064516129,0.000839350398846
176,321,2,3,287.419354839,0.236590546999
176,330,2,3,194.64516129,0.135478267383
176,340,2,2,3.29032258065,0.00128316128316
176,343,2,4,41.8064516129,0.0221435307961
176,346,2,4,19.1612903226,0.00863273290828
176,361,2,2,15.6774193548,0.0163361344538
176,362,2,2,3.48387096774,0.00357142857143
176,374,2,3,334.838709677,0.303806948217
176,379,2,2,27.935483871,0.0128790041026
176,385,2,2,38.3225806452,0.0411927877947
176,390,2,3,344.903225806,0.327229607439
176,392,2,2,3.48387096774,0.00357142857143
176,396,2,4,34.1935483871,0.0167091652096
176,397,2,3,340.580645161,0.31559845061
176,403,2,2,16.3225806452,0.0177083376561
176,417,2,2,3.48387096774,0.00357142857143
176,445,2,3,4.51612903226,0.00476506881822
176,446,2,2,0.516129032258,7.83852635704e-05
176,464,2,2,50.1935483871,0.0214017698915
176,465,2,2,3.48387096774,0.00357142857143
177,26,2,2,0.0552995391705,3.22248002062e-05
177,27,2,2,1.27188940092,0.000825220656828
177,34,2,2,0.387096774194,0.000232018561485
177,35,2,2,0.221198156682,0.000130714682527
177,39,2,2,0.0829493087557,4.84493515862e-05
177,44,2,3,0.940092165899,0.000295823665893
177,45,2,3,0.52534562212,0.000159338048249
177,47,2,2,0.0829493087557,4.84493515862e-05
177,48,2,2,0.0829493087557,4.84493515862e-05
177,50,2,4,0.414746543779,8.30615375244e-05
177,51,2,3,1.6866359447,0.000569160814366
177,52,2,2,0.0829493087557,4.84493515862e-05
177,53,2,3,0.552995391705,0.00016812939238
177,59,2,3,0.110599078341,3.23746829979e-05
177,61,2,2,11.198156682,0.0972077766221
177,68,2,2,0.58064516129,0.000353926619214
177,69,2,2,0.359447004608,0.000214934059333
177,71,2,2,0.884792626728,0.00055407417668
177,76,2,2,0.0552995391705,3.22248002062e-05
177,89,2,2,0.801843317972,0.00049841024319
177,95,2,2,0.0552995391705,3.22248002062e-05
177,121,2,2,0.0829493087557,4.84493515862e-05
177,126,2,3,7.38248847926,0.00556427747753
177,129,2,2,0.0552995391705,3.22248002062e-05
177,133,2,2,0.0829493087557,4.84493515862e-05
177,148,2,2,0.0552995391705,3.22248002062e-05
177,149,2,2,5.55760368664,0.00600460053972
177,154,2,2,0.0552995391705,3.22248002062e-05
177,158,2,2,0.0552995391705,3.22248002062e-05
177,170,2,2,0.0829493087557,4.84493515862e-05
177,187,2,2,3.73271889401,0.00314272633449
177,192,2,2,0.0552995391705,3.22248002062e-05
177,199,2,2,5.97235023041,0.00689669852487
177,200,2,3,0.967741935484,0.000305287580901
177,203,2,2,0.912442396313,0.000572813904913
177,205,2,2,1.96313364055,0.00136143122855
177,211,2,2,0.0829493087557,4.84493515862e-05
177,220,2,3,2.84792626728,0.00108298694107
177,221,2,2,3.04147465438,0.00236315201512
177,236,2,2,4.53456221198,0.00422789378706
177,245,2,2,2.51612903226,0.00184667834651
177,251,2,3,1.10599078341,0.000353327758606
177,269,2,2,0.0552995391705,3.22248002062e-05
177,272,2,3,0.746543778802,0.000230878421134
177,296,2,3,0.193548387097,5.70537446274e-05
177,321,2,3,8.01843317972,0.00700889404486
177,330,2,3,3.15207373272,0.00123984918794
177,340,2,2,0.138248847926,8.11253711486e-05
177,343,2,4,0.967741935484,0.000203525053934
177,346,2,4,0.774193548387,0.000160012801024
177,361,2,2,0.248847926267,0.000147400027296
177,362,2,2,0.0552995391705,3.22248002062e-05
177,374,2,3,6.30414746544,0.00385195864213
177,379,2,2,1.07834101382,0.000687244853006
177,385,2,2,0.608294930876,0.000371680219854
177,390,2,3,5.97235023041,0.00344834926244
177,392,2,2,0.0552995391705,3.22248002062e-05
177,396,2,4,0.995391705069,0.000209866035514
177,397,2,3,7.16129032258,0.00515081206497
177,403,2,2,0.248847926267,0.000147400027296
177,417,2,2,0.0552995391705,3.22248002062e-05
177,445,2,3,0.110599078341,3.23746829979e-05
177,446,2,2,0.0552995391705,3.22248002062e-05
177,464,2,2,2.37788018433,0.00172013761101
177,465,2,2,0.0552995391705,3.22248002062e-05
190,26,2,2,0.036866359447,2.14334705075e-05
190,27,2,2,0.847926267281,0.000548873615884
190,34,2,2,7.74193548387,0.138888888889
190,35,2,2,0.147465437788,8.69414014954e-05
190,39,2,2,0.0552995391705,3.22248002062e-05
190,44,2,3,0.626728110599,0.000196759259259
190,45,2,3,0.350230414747,0.000105979473449
190,47,2,2,0.0552995391705,3.22248002062e-05
190,48,2,2,0.0552995391705,3.22248002062e-05
190,50,2,4,0.276497695853,5.52461769646e-05
190,51,2,3,1.12442396313,0.000378562208321
190,52,2,2,0.0552995391705,3.22248002062e-05
190,53,2,3,0.36866359447,0.000111826802648
190,59,2,3,0.0737327188941,2.1533161068e-05
190,61,2,2,0.534562211982,0.00033150434385
190,68,2,2,0.387096774194,0.000235404896422
190,69,2,2,0.239631336406,0.000142957684525
190,71,2,2,0.589861751152,0.000368527731712
190,76,2,2,0.036866359447,2.14334705075e-05
190,89,2,2,0.534562211982,0.00033150434385
190,95,2,2,0.036866359447,2.14334705075e-05
190,121,2,2,0.0552995391705,3.22248002062e-05
190,126,2,3,3.70506912442,0.00199690033381
190,129,2,2,0.036866359447,2.14334705075e-05
190,133,2,2,0.0552995391705,3.22248002062e-05
190,148,2,2,0.036866359447,2.14334705075e-05
190,149,2,2,3.70506912442,0.00399380066762
190,154,2,2,0.036866359447,2.14334705075e-05
190,158,2,2,0.036866359447,2.14334705075e-05
190,170,2,2,0.0552995391705,3.22248002062e-05
190,187,2,2,2.48847926267,0.00209030100334
190,192,2,2,0.036866359447,2.14334705075e-05
190,199,2,2,3.98156682028,0.0045871559633
190,200,2,3,0.645161290323,0.000203053931124
190,203,2,2,0.608294930876,0.000380991964533
190,205,2,2,1.30875576037,0.000905519844914
190,211,2,2,0.0552995391705,3.22248002062e-05
190,220,2,3,1.89861751152,0.000720320017903
190,221,2,2,2.02764976959,0.00157178783722
190,236,2,2,3.02304147465,0.00281207133059
190,245,2,2,1.67741935484,0.00122826908541
190,251,2,3,0.73732718894,0.000235006580184
190,269,2,2,0.036866359447,2.14334705075e-05
190,272,2,3,7.85253456221,0.123263888889
190,296,2,3,0.129032258064,3.79477838494e-05
190,321,2,3,7.61290322581,0.045524691358
190,330,2,3,2.10138248848,0.000824652777778
190,340,2,2,0.0921658986175,5.39583872917e-05
190,343,2,4,7.59447004608,0.0289001122334
190,346,2,4,0.516129032258,0.000106428267348
190,361,2,2,0.165898617512,9.80392156863e-05
190,362,2,2,0.036866359447,2.14334705075e-05
190,374,2,3,4.20276497696,0.00256202804746
190,379,2,2,0.718894009217,0.000457102672293
190,385,2,2,7.59447004608,0.0867003367003
190,390,2,3,4.35023041475,0.00275907220352
190,392,2,2,0.036866359447,2.14334705075e-05
190,396,2,4,0.663594470046,0.000139586823004
190,397,2,3,4.77419354839,0.00342592592593
190,403,2,2,0.165898617512,9.80392156863e-05
190,417,2,2,0.036866359447,2.14334705075e-05
190,445,2,3,0.0737327188941,2.1533161068e-05
190,446,2,2,0.036866359447,2.14334705075e-05
190,464,2,2,6.41474654378,0.0187338501292
190,465,2,2,0.036866359447,2.14334705075e-05
196,26,2,2,0.497695852535,0.000307125307125
196,27,2,2,7.44700460829,0.00332870256671
196,34,2,2,3.48387096774,0.0022113022113
196,35,2,2,1.99078341014,0.00124580406271
196,39,2,2,7.2534562212,0.0435905919278
196,44,2,3,4.03686635945,0.000820024570025
196,45,2,3,4.72811059908,0.00151860513306
196,47,2,2,0.746543778802,0.000461756842267
196,48,2,2,0.746543778802,0.000461756842267
196,50,2,4,3.73271889401,0.000791635636504
196,51,2,3,10.1843317972,0.0174179828241
196,52,2,2,0.746543778802,0.000461756842267
196,53,2,3,4.97695852535,0.00160239290674
196,59,2,3,0.995391705069,0.000308553796926
196,61,2,2,7.21658986175,0.0047502047502
196,68,2,2,5.22580645161,0.0033731728647
196,69,2,2,0.764976958525,0.000114544057537
196,71,2,2,4.03686635945,0.00135710676755
196,76,2,2,0.497695852535,0.000307125307125
196,89,2,2,4.78341013825,0.00208700515214
196,95,2,2,0.497695852535,0.000307125307125
196,121,2,2,0.746543778802,0.000461756842267
196,126,2,3,54.4423963134,0.035702708533
196,129,2,2,0.497695852535,0.000307125307125
196,133,2,2,0.746543778802,0.000461756842267
196,148,2,2,0.497695852535,0.000307125307125
196,149,2,2,38.0184331797,0.0330626571739
196,154,2,2,0.497695852535,0.000307125307125
196,158,2,2,0.497695852535,0.000307125307125
196,170,2,2,0.746543778802,0.000461756842267
196,187,2,2,21.5944700461,0.0123760326659
196,192,2,2,0.497695852535,0.000307125307125
196,199,2,2,41.7511520737,0.0396577422571
196,200,2,3,8.70967741935,0.00290960817277
196,203,2,2,3.78801843318,0.00116162823032
196,205,2,2,78.331797235,0.255042473294
196,211,2,2,0.746543778802,0.000461756842267
196,220,2,3,25.6313364055,0.0103216372099
196,221,2,2,68.6267281106,0.141563142573
196,236,2,2,28.8110599078,0.0200822404074
196,245,2,2,22.6451612903,0.0176001604573
196,251,2,3,5.95391705069,0.00134814094205
196,269,2,2,0.497695852535,0.000307125307125
196,272,2,3,6.71889400922,0.00220043586137
196,296,2,3,1.74193548387,0.000543762838845
196,321,2,3,60.1658986175,0.0464792267766
196,330,2,3,28.3686635945,0.0118166461916
196,340,2,2,1.24423963134,0.000773182591364
196,343,2,4,8.70967741935,0.00193973878184
196,346,2,4,4.26728110599,0.00166338403886
196,361,2,2,2.23963133641,0.00140482728718
196,362,2,2,0.497695852535,0.000307125307125
196,374,2,3,52.7373271889,0.0317187427764
196,379,2,2,2.29493087558,0.000366250999162
196,385,2,2,5.47465437788,0.00354237732879
196,390,2,3,46.7281105991,0.0250915863927
196,392,2,2,0.497695852535,0.000307125307125
196,396,2,4,4.95852534562,0.000795615675571
196,397,2,3,56.4884792627,0.0373802211302
196,403,2,2,2.23963133641,0.00140482728718
196,417,2,2,0.497695852535,0.000307125307125
196,445,2,3,0.995391705069,0.000308553796926
196,446,2,2,0.497695852535,0.000307125307125
196,464,2,2,21.400921659,0.0163941370838
196,465,2,2,3.50230414747,0.0152088115051
211,26,2,2,0.460829493088,6.22744171513e-05
211,27,2,2,77.400921659,0.0850443739867
211,34,2,2,24.7741935484,0.0264462809917
211,35,2,2,5.84331797235,0.00253841330236
211,39,2,2,6.69124423963,0.00877320185615
211,44,2,3,28.6267281106,0.0108054353908
211,45,2,3,17.6221198157,0.00852874307146
211,47,2,2,6.69124423963,0.00877320185615
211,48,2,2,5.30875576037,0.0055224252651
211,50,2,4,17.6958525346,0.0090700924684
211,51,2,3,100.866359447,0.0645243410217
