HA site,NS1 site,N alleles HA,N alleles NS1,Chi,ChiSqDf
55,236,2,2,5.99078341014,0.0138039415562
55,239,2,2,3.01382488479,0.00233446368017
55,249,2,2,22.1198156682,0.0153277748861
55,254,2,2,11.0506912442,0.00872158574286
55,257,2,2,2.00921658986,0.00155270655271
55,264,2,2,24.1474654378,0.0150631809197
55,281,2,2,19.1059907834,0.0128327309026
57,35,2,2,0.147465437788,8.65332612223e-05
57,50,2,2,0.294930875576,0.000174691560214
57,63,2,2,0.0737327188941,4.30663221361e-05
57,86,2,3,0.36866359447,0.00010969723563
57,93,2,2,2.87557603687,0.00203814998693
57,98,2,2,1.62211981567,0.00104949314252
57,102,2,2,0.110599078341,6.47493659958e-05
57,104,2,3,0.331797235023,9.84952120383e-05
57,105,2,2,0.0737327188941,4.30663221361e-05
57,108,2,3,1.14285714286,0.000357781753131
57,109,2,3,1.65898617512,0.000538052250852
57,112,2,2,3.85253456221,0.0590603028664
57,113,2,2,0.0737327188941,4.30663221361e-05
57,114,2,2,0.552995391705,0.000333018815563
57,115,2,6,8.0,0.00213718325827
57,116,2,3,0.995391705069,0.000308553796926
57,117,2,2,1.03225806452,0.000641539695269
57,118,2,2,3.63133640553,0.0212862000878
57,119,2,2,0.184331797235,0.00010841871307
57,122,2,3,0.184331797235,5.42093565349e-05
57,123,2,2,0.0737327188941,4.30663221361e-05
57,124,2,3,1.40092165899,0.000446323702138
57,127,2,2,0.516129032258,0.00031007751938
57,129,2,2,1.03225806452,0.000641539695269
57,138,2,3,0.73732718894,0.000224693854623
57,142,2,3,0.921658986175,0.000284300904077
57,143,2,3,1.47465437788,0.000472199268091
57,149,2,2,0.0737327188941,4.30663221361e-05
57,155,2,2,0.110599078341,6.47493659958e-05
57,162,2,2,0.110599078341,6.47493659958e-05
57,178,2,2,1.2534562212,0.000790697674419
57,184,2,2,3.70506912442,0.0275691942352
57,196,2,2,0.847926267281,0.000520568098229
57,199,2,2,0.331797235023,0.000196990424077
57,202,2,3,0.294930875576,8.7345780107e-05
57,206,2,2,0.626728110599,0.000379231498522
57,213,2,3,1.14285714286,0.000357781753131
57,217,2,3,3.70506912442,0.0138684962554
57,224,2,2,0.0737327188941,4.30663221361e-05
57,236,2,2,0.0737327188941,4.30663221361e-05
57,239,2,2,0.110599078341,6.47493659958e-05
57,249,2,2,0.958525345622,0.000592795257638
57,254,2,2,0.405529953917,0.000241904447743
57,257,2,2,0.0737327188941,4.30663221361e-05
57,264,2,2,1.1797235023,0.00074048362837
57,281,2,2,0.847926267281,0.000520568098229
63,35,3,2,6.1935483871,0.00370349927496
63,50,3,2,20.3502304147,0.0164022107328
63,63,3,2,4.90322580645,0.00366512345679
63,86,3,3,16.5161290323,0.00449733870142
63,93,3,2,74.4147465438,0.0416446631408
63,98,3,2,31.797235023,0.0105541478564
63,102,3,2,7.63133640553,0.00607947369967
63,104,3,3,10.1751152074,0.0045226473149
63,105,3,2,1.99078341014,0.000769773597437
63,108,3,3,58.7649769585,0.0216839691124
63,109,3,3,34.2488479263,0.00679537587496
63,112,3,2,2.1935483871,0.000461974890699
63,113,3,2,5.08755760369,0.00404360056259
63,114,3,2,18.1566820276,0.00756049293203
63,115,3,6,346.285714286,0.0768275028887
63,116,3,3,56.6820276498,0.0206037452873
63,117,3,2,59.2258064516,0.0426169431107
63,118,3,2,18.0460829493,0.0141695055905
63,119,3,2,12.7188940092,0.010179693724
63,122,3,3,12.7188940092,0.005089846862
63,123,3,2,1.99078341014,0.000769773597437
63,124,3,3,84.66359447,0.032842933555
63,127,3,2,34.3225806452,0.0263888888889
63,129,3,2,51.2258064516,0.0314732560418
63,138,3,3,39.4562211982,0.0216054079699
63,142,3,3,47.5944700461,0.0158159878043
63,143,3,3,73.6589861751,0.0260889746856
63,149,3,2,5.08755760369,0.00404360056259
63,155,3,2,9.01382488479,0.0105052848672
63,162,3,2,4.64516129032,0.0023224517752
63,178,3,2,79.3548387097,0.0610760484749
63,184,3,2,7.64976958525,0.00238363196054
63,196,3,2,46.5069124424,0.032048071717
63,199,3,2,23.0414746544,0.0233898066181
63,202,3,3,15.6129032258,0.00492034485393
63,206,3,2,26.3225806452,0.0146005971759
63,213,3,3,47.8894009217,0.0220892389999
63,217,3,3,26.8110599078,0.0134461709766
63,224,3,2,2.91244239631,0.00150570130316
63,236,3,2,6.00921658986,0.00698731138546
63,239,3,2,3.35483870968,0.00157779148352
63,249,3,2,54.1382488479,0.0383315712686
63,254,3,2,11.9815668203,0.0043910869576
63,257,3,2,4.90322580645,0.00366512345679
63,264,3,2,34.4516129032,0.0153121914965
63,281,3,2,46.5069124424,0.032048071717
67,35,2,2,0.0737327188941,4.30663221361e-05
67,50,2,2,0.147465437788,8.69414014954e-05
67,63,2,2,0.036866359447,2.14334705075e-05
67,86,2,3,0.184331797235,5.45946890287e-05
67,93,2,2,1.43778801843,0.00101435705368
67,98,2,2,7.18894009217,0.0410353535354
67,102,2,2,0.0552995391705,3.22248002062e-05
67,104,2,3,0.165898617512,4.90196078431e-05
67,105,2,2,0.036866359447,2.14334705075e-05
67,108,2,3,0.571428571429,0.000178062678063
67,109,2,3,7.20737327189,0.021048664944
67,112,2,2,0.0737327188941,4.30663221361e-05
67,113,2,2,0.036866359447,2.14334705075e-05
67,114,2,2,0.276497695853,0.000165738530894
67,115,2,6,7.39170506912,0.0112514029181
67,116,2,3,0.497695852535,0.000153562653563
67,117,2,2,0.516129032258,0.000319284802043
67,118,2,2,0.184331797235,0.000109189378057
67,119,2,2,0.0921658986175,5.39583872917e-05
67,122,2,3,0.0921658986175,2.69791936459e-05
67,123,2,2,0.036866359447,2.14334705075e-05
67,124,2,3,0.700460829493,0.000222128694351
67,127,2,2,0.258064516129,0.000154320987654
67,129,2,2,0.516129032258,0.000319284802043
67,138,2,3,0.36866359447,0.000111826802648
67,142,2,3,0.460829493088,0.000141492348094
67,143,2,3,0.73732718894,0.000235006580184
67,149,2,2,0.036866359447,2.14334705075e-05
67,155,2,2,0.0552995391705,3.22248002062e-05
67,162,2,2,0.0552995391705,3.22248002062e-05
67,178,2,2,0.626728110599,0.000393518518519
67,184,2,2,0.147465437788,8.69414014954e-05
67,196,2,2,0.423963133641,0.000259079030369
67,199,2,2,0.165898617512,9.80392156863e-05
67,202,2,3,0.147465437788,4.34707007477e-05
67,206,2,2,0.3133640553,0.00018873789857
67,213,2,3,0.571428571429,0.000178062678063
67,217,2,3,0.387096774194,0.000117702448211
67,224,2,2,0.036866359447,2.14334705075e-05
67,236,2,2,0.036866359447,2.14334705075e-05
67,239,2,2,0.0552995391705,3.22248002062e-05
67,249,2,2,0.479262672811,0.000295025417574
67,254,2,2,0.202764976959,0.000120392259872
67,257,2,2,0.036866359447,2.14334705075e-05
67,264,2,2,7.41013824885,0.0581597222222
67,281,2,2,0.423963133641,0.000259079030369
71,35,5,2,3.07834101382,0.000593888141457
71,50,5,2,27.2073732719,0.0266522210184
71,63,5,2,3.53917050691,0.000918273645546
71,86,5,3,13.6958525346,0.00149208638703
71,93,5,2,87.2995391705,0.0264904268553
71,98,5,2,53.9170506912,0.0818517464735
71,102,5,2,5.78801843318,0.00549181068059
71,104,5,3,7.47004608295,0.0011849594256
71,105,5,2,3.53917050691,0.000918273645546
71,108,5,3,57.6221198157,0.063011354491
71,109,5,3,51.6866359447,0.0366517377469
71,112,5,2,3.07834101382,0.000593888141457
71,113,5,2,2.80184331797,0.00129349291281
71,114,5,2,24.4700460829,0.00770946610825
71,115,5,6,382.889400922,0.043550770627
71,116,5,3,61.9907834101,0.0901239145041
71,117,5,2,56.1290322581,0.129958599394
71,118,5,2,17.8617511521,0.00645446748792
71,119,5,2,17.0046082949,0.0165411511565
71,122,5,3,13.1198156682,0.0180429039774
71,123,5,2,2.80184331797,0.00129349291281
71,124,5,3,64.2857142857,0.0674351876315
71,127,5,2,24.7741935484,0.00661157024793
71,129,5,2,56.1290322581,0.129958599394
71,138,5,3,32.2488479263,0.00949570576547
71,142,5,3,66.133640553,0.0921922605345
71,143,5,3,56.3778801843,0.0473722340613
71,149,5,2,6.80184331797,0.00657051282051
71,155,5,2,8.95852534562,0.00512550094917
71,162,5,2,4.54377880184,0.00496368451441
71,178,5,2,56.1658986175,0.0147232620321
71,184,5,2,6.04608294931,0.00119892911186
71,196,5,2,56.8202764977,0.160895349421
71,199,5,2,22.8755760369,0.0113269594339
71,202,5,3,14.1566820276,0.00186241415435
71,206,5,2,12.8479262673,0.00239400118214
71,213,5,3,42.8571428571,0.00539119125855
71,217,5,3,39.0552995392,0.0264865601389
71,224,5,2,1.97235023041,0.000503137434956
71,236,5,2,5.97235023041,0.00340909090909
71,239,5,2,3.51152073733,0.000937833873923
71,249,5,2,48.4055299539,0.10362959005
71,254,5,2,15.465437788,0.00349321760435
71,257,5,2,3.53917050691,0.000918273645546
71,264,5,2,40.6267281106,0.00866865460128
71,281,5,2,56.8202764977,0.160895349421
73,35,4,2,2.58064516129,0.000596302921884
73,50,4,2,6.52534562212,0.00642831347057
73,63,4,2,1.29032258065,0.000296771130104
73,86,4,3,27.5760368664,0.0193959931578
73,93,4,2,37.4930875576,0.0136585000997
73,98,4,2,28.3870967742,0.00723208415516
73,102,4,2,1.93548387097,0.000446189541317
73,104,4,3,6.1935483871,0.00198951375422
73,105,4,2,3.11520737327,0.00240508270022
73,108,4,3,20.0,0.00246548323471
73,109,4,3,29.0322580645,0.00370773185683
73,112,4,2,2.58064516129,0.000596302921884
73,113,4,2,3.63133640553,0.00728869895537
73,114,4,2,9.67741935484,0.00229484119699
73,115,4,6,120.921658986,0.0127352403994
73,116,4,3,17.4193548387,0.00212625212625
73,117,4,2,18.064516129,0.00442086648983
73,118,4,2,6.45161290323,0.00151185292695
73,119,4,2,19.0783410138,0.0804195804196
73,122,4,3,3.22580645161,0.000373558065866
73,123,4,2,1.29032258065,0.000296771130104
73,124,4,3,24.5161290323,0.00307562807563
73,127,4,2,9.03225806452,0.00213675213675
73,129,4,2,14.064516129,0.00276313553715
73,138,4,3,12.9032258065,0.00154837111359
73,142,4,3,16.1290322581,0.00195912481976
73,143,4,3,21.8064516129,0.00235861520259
73,149,4,2,1.29032258065,0.000296771130104
73,155,4,2,1.93548387097,0.000446189541317
73,162,4,2,1.93548387097,0.000446189541317
73,178,4,2,16.9585253456,0.0056045751634
73,184,4,2,1.62211981567,0.000338883371454
73,196,4,2,14.8387096774,0.0035872481128
73,199,4,2,5.8064516129,0.00135746606335
73,202,4,3,4.46082949309,0.00139297322396
73,206,4,2,10.9677419355,0.0026132939802
73,213,4,3,63.7235023041,0.048509478233
73,217,4,3,13.5483870968,0.001629726206
73,224,4,2,1.29032258065,0.000296771130104
73,236,4,2,1.29032258065,0.000296771130104
73,239,4,2,6.67281105991,0.00731089826217
73,249,4,2,16.7741935484,0.00408496732026
73,254,4,2,7.09677419355,0.00166696975208
73,257,4,2,1.29032258065,0.000296771130104
73,264,4,2,20.6451612903,0.00510269166986
73,281,4,2,14.8387096774,0.0035872481128
83,35,2,2,0.0737327188941,4.30663221361e-05
83,50,2,2,0.147465437788,8.69414014954e-05
83,63,2,2,0.036866359447,2.14334705075e-05
83,86,2,3,0.184331797235,5.45946890287e-05
83,93,2,2,1.43778801843,0.00101435705368
83,98,2,2,3.18894009217,0.00807460286627
83,102,2,2,0.0552995391705,3.22248002062e-05
83,104,2,3,0.165898617512,4.90196078431e-05
83,105,2,2,0.036866359447,2.14334705075e-05
83,108,2,3,7.46543778802,0.0323275862069
83,109,2,3,3.20737327189,0.00417170398712
83,112,2,2,0.0737327188941,4.30663221361e-05
83,113,2,2,0.036866359447,2.14334705075e-05
83,114,2,2,3.72350230415,0.0300568667315
83,115,2,6,4.53456221198,0.00121158392435
83,116,2,3,7.50230414747,0.0515046296296
83,117,2,2,7.48387096774,0.0671296296296
83,118,2,2,0.184331797235,0.000109189378057
83,119,2,2,0.0921658986175,5.39583872917e-05
83,122,2,3,3.96313364055,0.123849337391
83,123,2,2,0.036866359447,2.14334705075e-05
83,124,2,3,7.48387096774,0.0335648148148
83,127,2,2,0.258064516129,0.000154320987654
83,129,2,2,7.48387096774,0.0671296296296
83,138,2,3,0.36866359447,0.000111826802648
83,142,2,3,3.61290322581,0.0102591385191
83,143,2,3,7.29953917051,0.0241228070175
83,149,2,2,0.036866359447,2.14334705075e-05
83,155,2,2,0.0552995391705,3.22248002062e-05
83,162,2,2,0.0552995391705,3.22248002062e-05
83,178,2,2,0.626728110599,0.000393518518519
83,184,2,2,0.147465437788,8.69414014954e-05
83,196,2,2,7.57603686636,0.082729468599
83,199,2,2,0.165898617512,9.80392156863e-05
83,202,2,3,0.147465437788,4.34707007477e-05
83,206,2,2,0.3133640553,0.00018873789857
83,213,2,3,0.571428571429,0.000178062678063
83,217,2,3,0.387096774194,0.000117702448211
83,224,2,2,0.036866359447,2.14334705075e-05
83,236,2,2,0.036866359447,2.14334705075e-05
83,239,2,2,0.0552995391705,3.22248002062e-05
83,249,2,2,7.52073732719,0.0726495726496
83,254,2,2,0.202764976959,0.000120392259872
83,257,2,2,0.036866359447,2.14334705075e-05
83,264,2,2,0.589861751152,0.000368527731712
83,281,2,2,7.57603686636,0.082729468599
88,35,3,2,7.70506912442,0.0596327776734
88,50,3,2,18.2119815668,0.0124024001406
88,63,3,2,3.59447004608,0.00188865643887
88,86,3,3,13.9723502304,0.00297282318914
88,93,3,2,32.1843317972,0.00472312027221
88,98,3,2,20.9216589862,0.0292579252606
88,102,3,2,2.82949308756,0.000811802800264
88,104,3,3,17.2119815668,0.124163745869
88,105,3,2,3.59447004608,0.00188865643887
88,108,3,3,47.8801843318,0.0321770046769
88,109,3,3,18.7188940092,0.00986356191205
88,112,3,2,7.70506912442,0.0596327776734
88,113,3,2,0.552995391705,7.91407387519e-05
88,114,3,2,18.9585253456,0.00725301923219
88,115,3,6,376.350230415,0.0769954126303
88,116,3,3,56.6451612903,0.0976424619752
88,117,3,2,49.6774193548,0.0667195347565
88,118,3,2,10.7649769585,0.00354540346321
88,119,3,2,11.0138248848,0.0154740535757
88,122,3,3,7.38248847926,0.00194354940624
88,123,3,2,0.552995391705,7.91407387519e-05
88,124,3,3,53.6774193548,0.0394197646295
88,127,3,2,25.1612903226,0.0135983263598
88,129,3,2,45.6774193548,0.0458038634454
88,138,3,3,25.3732718894,0.0126382066986
88,142,3,3,51.2165898618,0.0167492864679
88,143,3,3,39.7050691244,0.029962806369
88,149,3,2,4.55299539171,0.00305753614577
88,155,3,2,6.82949308756,0.00459694529573
88,162,3,2,2.82949308756,0.000811802800264
88,178,3,2,57.1059907834,0.0302880698517
88,184,3,2,2.37788018433,0.000335268496847
88,196,3,2,42.66359447,0.0243761686404
88,199,3,2,19.8248847926,0.0159195763867
88,202,3,3,14.3778801843,0.00383051446756
88,206,3,2,9.29953917051,0.0118219317628
88,213,3,3,41.797235023,0.00968542042593
88,217,3,3,31.8064516129,0.00759142559239
88,224,3,2,0.552995391705,7.91407387519e-05
88,236,3,2,4.55299539171,0.00305753614577
88,239,3,2,1.39170506912,0.00022600693787
88,249,3,2,45.2718894009,0.0682763157752
88,254,3,2,15.7695852535,0.00676024218504
88,257,3,2,3.59447004608,0.00188865643887
88,264,3,2,41.5115207373,0.0169775715876
88,281,3,2,42.66359447,0.0243761686404
91,35,2,2,2.93087557604,0.00127125547604
91,50,2,2,18.1382488479,0.0245729697333
91,63,2,2,3.46543778802,0.00353809093646
91,86,2,3,13.3271889401,0.00544878228289
91,93,2,2,31.1520737327,0.00889602190308
91,98,2,2,3.76036866359,0.000209753920185
91,102,2,2,2.80184331797,0.00154545258737
91,104,2,3,6.93087557604,0.00418358313746
91,105,2,2,3.46543778802,0.00353809093646
91,108,2,3,29.7511520737,0.0112143640766
91,109,2,3,5.4930875576,0.0019697765185
91,112,2,2,2.93087557604,0.00127125547604
91,113,2,2,0.534562211982,8.41878247388e-05
91,114,2,2,17.9907834101,0.0131087532375
91,115,2,6,369.198156682,0.148848906258
91,116,2,3,43.6129032258,0.032639470626
91,117,2,2,31.4838709677,0.0221951815997
91,118,2,2,10.6728110599,0.00683845991912
91,119,2,2,11.33640553,0.0152507067401
91,122,2,3,7.33640552995,0.00381917857268
91,123,2,2,0.534562211982,8.41878247388e-05
91,124,2,3,35.4838709677,0.0222357417804
91,127,2,2,24.2580645161,0.0254742547425
91,129,2,2,31.4838709677,0.0221951815997
91,138,2,3,24.9400921659,0.024568394967
91,142,2,3,48.6820276498,0.0301449410901
91,143,2,3,18.1566820276,0.00446565007029
91,149,2,2,4.53456221198,0.00605791962175
91,155,2,2,6.80184331797,0.00910796267957
91,162,2,2,2.80184331797,0.00154545258737
91,178,2,2,54.9124423963,0.0564376774322
91,184,2,2,1.86175115207,0.000258886972298
91,196,2,2,40.1474654378,0.0434023383158
91,199,2,2,16.4055299539,0.0179108257499
91,202,2,3,13.8617511521,0.00717584640635
91,206,2,2,9.45622119816,0.00321082613137
91,213,2,3,41.7142857143,0.0183758466063
91,217,2,3,31.6129032258,0.0149254243095
91,224,2,2,0.534562211982,8.41878247388e-05
91,236,2,2,4.53456221198,0.00605791962175
91,239,2,2,1.19815668203,0.000282615009593
91,249,2,2,26.9493087558,0.0174272262363
91,254,2,2,15.0599078341,0.0124073232035
91,257,2,2,3.46543778802,0.00353809093646
91,264,2,2,39.4470046083,0.0307906282461
91,281,2,2,40.1474654378,0.0434023383158
96,35,2,2,4.81105990783,0.0033992260537
96,50,2,2,17.6221198157,0.0230167328759
96,63,2,2,3.59447004608,0.00377731287773
96,86,2,3,13.9723502304,0.00593167588707
96,93,2,2,36.1843317972,0.0119103213034
96,98,2,2,20.9216589862,0.00644320454427
96,102,2,2,2.60829493088,0.0013290515732
96,104,2,3,11.8248847926,0.00627251557205
96,105,2,2,3.59447004608,0.00377731287773
96,108,2,3,55.8801843318,0.0351887028435
96,109,2,3,18.7188940092,0.00442244777157
96,112,2,2,4.81105990783,0.0033992260537
96,113,2,2,0.405529953917,4.80794065173e-05
96,114,2,2,18.9585253456,0.0144454404759
96,115,2,6,383.391705069,0.158741262892
96,116,2,3,59.4746543779,0.0406539406539
96,117,2,2,57.6774193548,0.0739187374449
96,118,2,2,10.0276497696,0.00599044964404
96,119,2,2,11.0138248848,0.0142848604387
96,122,2,3,7.01382488479,0.00351736022801
96,123,2,2,0.405529953917,4.80794065173e-05
96,124,2,3,61.6774193548,0.0503402764909
96,127,2,2,25.1612903226,0.0271966527197
96,129,2,2,53.6774193548,0.0640215457125
96,138,2,3,24.2304147465,0.0240377165063
96,142,2,3,51.069124424,0.0331922238844
96,143,2,3,43.7050691244,0.0176963396796
96,149,2,2,4.40552995392,0.0056742640076
96,155,2,2,6.60829493088,0.00853114402998
96,162,2,2,2.60829493088,0.0013290515732
96,178,2,2,57.1059907834,0.0605691386307
96,184,2,2,2.37788018433,0.000419090014823
96,196,2,2,50.66359447,0.0685881839167
96,199,2,2,19.8248847926,0.0259547511312
96,202,2,3,14.3778801843,0.00766102893512
96,206,2,2,2.55299539171,0.000232242688025
96,213,2,3,43.7142857143,0.0199623678542
96,217,2,3,30.2580645161,0.0135904128947
96,224,2,2,0.405529953917,4.80794065173e-05
96,236,2,2,4.40552995392,0.0056742640076
96,239,2,2,1.39170506912,0.00037837536891
96,249,2,2,53.2718894009,0.067575560012
96,254,2,2,15.7695852535,0.0135000213163
96,257,2,2,3.59447004608,0.00377731287773
96,264,2,2,41.5115207373,0.0338367170691
96,281,2,2,50.66359447,0.0685881839167
102,35,2,2,0.110599078341,6.47493659958e-05
102,50,2,2,3.77880184332,0.0381478092582
102,63,2,2,0.0552995391705,3.22248002062e-05
102,86,2,3,0.276497695853,8.20820382612e-05
102,93,2,2,2.15668202765,0.00152506582549
102,98,2,2,1.21658986175,0.000785293592718
102,102,2,2,0.0829493087557,4.84493515862e-05
102,104,2,3,0.248847926267,7.37000136482e-05
102,105,2,2,0.0552995391705,3.22248002062e-05
102,108,2,3,0.857142857143,0.00026771372479
102,109,2,3,1.24423963134,0.00040260290232
102,112,2,2,0.110599078341,6.47493659958e-05
102,113,2,2,0.0552995391705,3.22248002062e-05
102,114,2,2,0.414746543779,0.000249184612573
102,115,2,6,6.16589861751,0.0029549277294
102,116,2,3,0.746543778802,0.000230878421134
102,117,2,2,0.774193548387,0.000480038403072
102,118,2,2,0.276497695853,0.000164164076522
102,119,2,2,0.138248847926,8.11253711486e-05
102,122,2,3,0.138248847926,4.05626855743e-05
102,123,2,2,0.0552995391705,3.22248002062e-05
102,124,2,3,1.05069124424,0.000333966111228
102,127,2,2,0.387096774194,0.000232018561485
102,129,2,2,0.774193548387,0.000480038403072
102,138,2,3,0.552995391705,0.00016812939238
102,142,2,3,0.691244239631,0.000212730954907
102,143,2,3,1.10599078341,0.000353327758606
102,149,2,2,0.0552995391705,3.22248002062e-05
102,155,2,2,0.0829493087557,4.84493515862e-05
102,162,2,2,0.0829493087557,4.84493515862e-05
102,178,2,2,0.940092165899,0.000591647331787
102,184,2,2,0.221198156682,0.000130714682527
102,196,2,2,0.635944700461,0.000389520212712
102,199,2,2,0.248847926267,0.000147400027296
102,202,2,3,0.221198156682,6.53573412634e-05
102,206,2,2,0.470046082949,0.000283763708291
102,213,2,3,0.857142857143,0.00026771372479
102,217,2,3,0.58064516129,0.000176963309607
102,224,2,2,0.0552995391705,3.22248002062e-05
102,236,2,2,0.0552995391705,3.22248002062e-05
102,239,2,2,0.0829493087557,4.84493515862e-05
102,249,2,2,0.718894009217,0.000443564896956
102,254,2,2,0.304147465438,0.000181007388392
102,257,2,2,0.0552995391705,3.22248002062e-05
102,264,2,2,0.884792626728,0.00055407417668
102,281,2,2,0.635944700461,0.000389520212712
103,35,2,2,7.52073732719,0.0707337075453
103,50,2,2,0.958525345622,0.000579884692159
103,63,2,2,0.239631336406,0.000142957684525
103,86,2,3,1.19815668203,0.000364137498319
103,93,2,2,2.65437788018,0.000545776619125
103,98,2,2,10.7281105991,0.0144265747043
103,102,2,2,0.359447004608,0.000214934059333
103,104,2,3,15.5207373272,0.150713986307
103,105,2,2,0.239631336406,0.000142957684525
103,108,2,3,24.5253456221,0.0550958866798
103,109,2,3,10.8479262673,0.0075697562618
103,112,2,2,7.52073732719,0.0707337075453
103,113,2,2,3.76036866359,0.0352031183385
103,114,2,2,1.79723502304,0.00110544844359
103,115,2,6,25.4746543779,0.00605825790488
103,116,2,3,23.2811059908,0.227229180911
103,117,2,2,20.6451612903,0.0806466856102
103,118,2,2,1.19815668203,0.000728274996639
103,119,2,2,0.599078341014,0.000359893471532
103,122,2,3,0.599078341014,0.000179946735766
103,123,2,2,0.239631336406,0.000142957684525
103,124,2,3,20.6451612903,0.0404441823682
103,127,2,2,1.67741935484,0.00102929532858
103,129,2,2,16.6451612903,0.0524234959078
103,138,2,3,2.39631336406,0.000745866180132
103,142,2,3,2.99539170507,0.000943730435742
103,143,2,3,19.4470046083,0.0270539479286
103,149,2,2,0.239631336406,0.000142957684525
103,155,2,2,0.359447004608,0.000214934059333
103,162,2,2,0.359447004608,0.000214934059333
103,178,2,2,4.07373271889,0.00262470308789
103,184,2,2,0.958525345622,0.000579884692159
103,196,2,2,5.24423963134,0.00625791164028
103,199,2,2,2.92165898618,0.0048002254681
103,202,2,3,0.958525345622,0.00028994234608
103,206,2,2,5.96313364055,0.0107894209347
103,213,2,3,5.48387096774,0.004017390734
103,217,2,3,2.51612903226,0.000785055759089
103,224,2,2,0.239631336406,0.000142957684525
103,236,2,2,0.239631336406,0.000142957684525
103,239,2,2,0.359447004608,0.000214934059333
103,249,2,2,20.8847926267,0.0884424677403
103,254,2,2,1.31797235023,0.000802996355632
103,257,2,2,0.239631336406,0.000142957684525
103,264,2,2,3.83410138249,0.00245801869512
