NA site,NA site,N alleles NA,N alleles NA,Chi,ChiSqDf
35,133,2,2,0.221198156682,0.000130714682527
35,148,2,2,0.147465437788,8.69414014954e-05
35,149,2,2,9.1797235023,0.00621537179003
35,154,2,2,3.85253456221,0.05933886498
35,158,2,2,0.147465437788,8.69414014954e-05
35,170,2,2,0.221198156682,0.000130714682527
35,187,2,2,14.0460829493,0.0168836130869
35,192,2,2,0.147465437788,8.69414014954e-05
35,199,2,2,8.07373271889,0.00478187678569
35,200,2,3,2.58064516129,0.000823655382588
35,203,2,2,1.5668202765,0.000640825734781
35,205,2,2,2.76497695853,0.00102465567471
35,211,2,2,0.221198156682,0.000130714682527
35,220,2,3,3.59447004608,0.000679514748065
35,221,2,2,0.110599078341,1.18556456585e-06
35,236,2,2,11.9078341014,0.0110615969227
35,245,2,2,2.70967741935,0.000812567713976
35,251,2,3,9.71428571429,0.0131364540883
35,269,2,2,0.147465437788,8.69414014954e-05
35,272,2,3,1.99078341014,0.000622902031353
35,296,2,3,0.516129032258,0.000153929038713
35,321,2,3,4.16589861751,0.000900431329544
35,330,2,3,3.81566820276,0.000747570303578
35,340,2,2,0.36866359447,0.00021887345831
35,343,2,4,2.58064516129,0.000549103588392
35,346,2,4,3.85253456221,0.0200879607145
35,361,2,2,0.663594470046,0.00039768019884
35,362,2,2,0.147465437788,8.69414014954e-05
35,374,2,3,3.33640552995,0.000435741579528
35,379,2,2,1.12442396313,0.000283503465889
35,385,2,2,1.62211981567,0.00100278043667
35,390,2,3,6.67281105991,0.0107196790231
35,392,2,2,3.85253456221,0.05933886498
35,396,2,4,14.2304147465,0.0237461433406
35,397,2,3,7.26267281106,0.00216376083225
35,403,2,2,0.663594470046,0.00039768019884
35,417,2,2,0.147465437788,8.69414014954e-05
35,445,2,3,0.294930875576,8.7345780107e-05
35,446,2,2,0.147465437788,8.69414014954e-05
35,464,2,2,2.34101382488,0.000632543142666
35,465,2,2,0.147465437788,8.69414014954e-05
39,26,2,2,3.94470046083,0.163974105583
39,27,2,2,1.27188940092,0.000825220656828
39,34,2,2,0.387096774194,0.000232018561485
39,35,2,2,0.221198156682,0.000130714682527
39,44,2,3,7.11520737327,0.0179176334107
39,45,2,3,0.52534562212,0.000159338048249
39,47,2,2,0.0829493087557,4.84493515862e-05
39,48,2,2,0.0829493087557,4.84493515862e-05
39,50,2,4,0.414746543779,8.30615375244e-05
39,51,2,3,7.88940092166,0.164796418745
39,52,2,2,0.0829493087557,4.84493515862e-05
39,53,2,3,0.552995391705,0.00016812939238
39,59,2,3,0.110599078341,3.23746829979e-05
39,61,2,2,0.801843317972,0.00049841024319
39,68,2,2,0.58064516129,0.000353926619214
39,69,2,2,0.359447004608,0.000214934059333
39,71,2,2,11.1152073733,0.0874419953596
39,76,2,2,0.0552995391705,3.22248002062e-05
39,89,2,2,7.19815668203,0.0401652543726
39,95,2,2,0.0552995391705,3.22248002062e-05
39,121,2,2,0.0829493087557,4.84493515862e-05
39,126,2,3,5.55760368664,0.00300230026986
39,129,2,2,0.0552995391705,3.22248002062e-05
39,133,2,2,0.0829493087557,4.84493515862e-05
39,148,2,2,0.0552995391705,3.22248002062e-05
39,149,2,2,6.44239631336,0.00806870519791
39,154,2,2,0.0552995391705,3.22248002062e-05
39,158,2,2,0.0552995391705,3.22248002062e-05
39,170,2,2,0.0829493087557,4.84493515862e-05
39,187,2,2,8.26728110599,0.0154163444187
39,192,2,2,0.0552995391705,3.22248002062e-05
39,199,2,2,6.02764976959,0.00702500644496
39,200,2,3,0.967741935484,0.000305287580901
39,203,2,2,11.0875576037,0.0845813119595
39,205,2,2,1.96313364055,0.00136143122855
39,211,2,2,0.0829493087557,4.84493515862e-05
39,220,2,3,2.84792626728,0.00108298694107
39,221,2,2,3.04147465438,0.00236315201512
39,236,2,2,7.46543778802,0.0114594533416
39,245,2,2,2.51612903226,0.00184667834651
39,251,2,3,3.14285714286,0.00363731298165
39,269,2,2,0.0552995391705,3.22248002062e-05
39,272,2,3,0.746543778802,0.000230878421134
39,296,2,3,0.193548387097,5.70537446274e-05
39,321,2,3,4.56221198157,0.00213474327017
39,330,2,3,3.15207373272,0.00123984918794
39,340,2,2,0.138248847926,8.11253711486e-05
39,343,2,4,0.967741935484,0.000203525053934
39,346,2,4,11.5852534562,0.0648105181748
39,361,2,2,0.248847926267,0.000147400027296
39,362,2,2,0.0552995391705,3.22248002062e-05
39,374,2,3,6.30414746544,0.00385195864213
39,379,2,2,10.9216589862,0.0704979475281
39,385,2,2,0.608294930876,0.000371680219854
39,390,2,3,5.97235023041,0.00344834926244
39,392,2,2,0.0552995391705,3.22248002062e-05
39,396,2,4,0.995391705069,0.000209866035514
39,397,2,3,11.1152073733,0.0437209976798
39,403,2,2,0.248847926267,0.000147400027296
39,417,2,2,0.0552995391705,3.22248002062e-05
39,445,2,3,0.110599078341,3.23746829979e-05
39,446,2,2,0.0552995391705,3.22248002062e-05
39,464,2,2,2.37788018433,0.00172013761101
39,465,2,2,0.0552995391705,3.22248002062e-05
44,26,3,2,0.626728110599,0.000196759259259
44,27,3,2,82.4331797235,0.17428115195
44,34,3,2,4.38709677419,0.00141666666667
44,35,3,2,2.5069124424,0.000798122065728
44,39,3,2,7.11520737327,0.0179176334107
44,45,3,3,34.3963133641,0.0667149849398
44,47,3,2,0.940092165899,0.000295823665893
44,48,3,2,0.940092165899,0.000295823665893
44,50,3,4,37.0967741935,0.0494679793158
44,51,3,3,94.0092165899,0.0994990828277
44,52,3,2,0.940092165899,0.000295823665893
44,53,3,3,6.26728110599,0.00102657004831
44,59,3,3,1.2534562212,0.000197674418605
44,61,3,2,9.08755760369,0.00304320987654
44,68,3,2,6.58064516129,0.00216101694915
44,69,3,2,40.1658986175,0.134880549973
44,71,3,2,102.562211982,0.374158893035
44,76,3,2,0.626728110599,0.000196759259259
44,89,3,2,103.447004608,0.416904427416
44,95,3,2,0.626728110599,0.000196759259259
44,121,3,2,0.940092165899,0.000295823665893
44,126,3,3,62.9861751152,0.0183315450644
44,129,3,2,0.626728110599,0.000196759259259
44,133,3,2,0.940092165899,0.000295823665893
44,148,3,2,0.626728110599,0.000196759259259
44,149,3,2,69.0138248848,0.0440245393206
44,154,3,2,0.626728110599,0.000196759259259
44,158,3,2,0.626728110599,0.000196759259259
44,170,3,2,0.940092165899,0.000295823665893
44,187,3,2,89.6958525346,0.0862740307197
44,192,3,2,0.626728110599,0.000196759259259
44,199,3,2,64.3133640553,0.0380259036273
44,200,3,3,10.9677419355,0.00186403508772
44,203,3,2,102.267281106,0.361638517343
44,205,3,2,22.2488479263,0.00831267217631
44,211,3,2,0.940092165899,0.000295823665893
44,220,3,3,22.4147465438,0.00715901461747
44,221,3,2,34.4700460829,0.0144290123457
44,236,3,2,80.6082949309,0.063519054878
44,245,3,2,22.8387096774,0.0160638596098
44,251,3,3,92.202764977,0.135431165056
44,269,3,2,0.626728110599,0.000196759259259
44,272,3,3,8.46082949309,0.00140970515971
44,296,3,3,6.84792626728,0.00632391686183
44,321,3,3,47.7050691244,0.0114508098779
44,330,3,3,25.6497695853,0.00735659487613
44,340,3,2,1.5668202765,0.000495337995338
44,343,3,4,6.35944700461,0.00255439735703
44,346,3,4,56.3502304147,0.050066390506
44,361,3,2,33.3456221198,0.133014705882
44,362,3,2,0.626728110599,0.000196759259259
44,374,3,3,37.1797235023,0.00659077240313
44,379,3,2,100.497695853,0.300009250243
44,385,3,2,6.89400921659,0.00226941747573
44,390,3,3,63.6866359447,0.0186478315263
44,392,3,2,0.626728110599,0.000196759259259
44,396,3,4,10.6728110599,0.010770519263
44,397,3,3,104.175115207,0.188321172907
44,403,3,2,2.8202764977,0.0009
44,417,3,2,0.626728110599,0.000196759259259
44,445,3,3,3.42857142857,0.00317441860465
44,446,3,2,0.626728110599,0.000196759259259
44,464,3,2,18.9493087558,0.00524609061748
44,465,3,2,0.626728110599,0.000196759259259
45,26,3,2,0.350230414747,0.000105979473449
45,27,3,2,32.1843317972,0.0893303154348
45,34,3,2,2.45161290323,0.000763052208835
45,35,3,2,1.40092165899,0.000429888568358
45,39,3,2,0.52534562212,0.000159338048249
45,44,3,3,34.3963133641,0.0667149849398
45,47,3,2,0.52534562212,0.000159338048249
45,48,3,2,0.52534562212,0.000159338048249
45,50,3,4,2.6267281106,0.000273169048509
45,51,3,3,50.0184331797,0.0472935342329
45,52,3,2,0.52534562212,0.000159338048249
45,53,3,3,3.50230414747,0.000552936383214
45,59,3,3,0.700460829493,0.000106472401233
45,61,3,2,5.07834101382,0.00163914918935
45,68,3,2,3.67741935484,0.00116397794568
45,69,3,2,34.9216589862,0.342931895681
45,71,3,2,34.3963133641,0.133378382935
45,76,3,2,0.350230414747,0.000105979473449
45,89,3,2,34.9216589862,0.148400498546
45,95,3,2,0.350230414747,0.000105979473449
45,121,3,2,0.52534562212,0.000159338048249
45,126,3,3,18.2396313364,0.00523271673727
45,129,3,2,0.350230414747,0.000105979473449
45,133,3,2,0.52534562212,0.000159338048249
45,148,3,2,0.350230414747,0.000105979473449
45,149,3,2,20.801843318,0.012384326879
45,154,3,2,0.350230414747,0.000105979473449
45,158,3,2,0.350230414747,0.000105979473449
45,170,3,2,0.52534562212,0.000159338048249
45,187,3,2,28.3594470046,0.0240410769798
45,192,3,2,0.350230414747,0.000105979473449
45,199,3,2,18.1751152074,0.0106941783444
45,200,3,3,17.0414746544,0.0154514160538
45,203,3,2,34.2211981567,0.128981307228
45,205,3,2,13.4562211982,0.0116290560917
45,211,3,2,0.52534562212,0.000159338048249
45,220,3,3,8.72811059908,0.00184611006509
45,221,3,2,9.86175115207,0.00722164753289
45,236,3,2,23.2811059908,0.0174943677148
45,245,3,2,7.54838709677,0.00333426101806
45,251,3,3,35.4101382488,0.250065227341
45,269,3,2,0.350230414747,0.000105979473449
45,272,3,3,4.72811059908,0.000759302566531
45,296,3,3,1.22580645161,0.000187635789058
45,321,3,3,14.6543778802,0.00412574243691
45,330,3,3,9.59447004608,0.00197139063009
45,340,3,2,0.875576036866,0.000266801471621
45,343,3,4,6.12903225806,0.000669344042838
45,346,3,4,36.5760368664,0.13623352943
45,361,3,2,35.2534562212,0.5
45,362,3,2,0.350230414747,0.000105979473449
45,374,3,3,17.3456221198,0.00520456255816
45,379,3,2,33.1705069124,0.107364609362
45,385,3,2,3.85253456221,0.00122236518891
45,390,3,3,18.7465437788,0.00551653374689
45,392,3,2,0.350230414747,0.000105979473449
45,396,3,4,6.30414746544,0.000690197977841
45,397,3,3,36.331797235,0.0669925592079
45,403,3,2,1.57603686636,0.000484762579731
45,417,3,2,0.350230414747,0.000105979473449
45,445,3,3,0.700460829493,0.000106472401233
45,446,3,2,0.350230414747,0.000105979473449
45,464,3,2,3.133640553,0.000504915500906
45,465,3,2,0.350230414747,0.000105979473449
47,26,2,2,0.0552995391705,3.22248002062e-05
47,27,2,2,1.27188940092,0.000825220656828
47,34,2,2,0.387096774194,0.000232018561485
47,35,2,2,0.221198156682,0.000130714682527
47,39,2,2,0.0829493087557,4.84493515862e-05
47,44,2,3,0.940092165899,0.000295823665893
47,45,2,3,0.52534562212,0.000159338048249
47,48,2,2,0.0829493087557,4.84493515862e-05
47,50,2,4,0.414746543779,8.30615375244e-05
47,51,2,3,1.6866359447,0.000569160814366
47,52,2,2,0.0829493087557,4.84493515862e-05
47,53,2,3,11.5023041475,0.0804331013148
47,59,2,3,0.110599078341,3.23746829979e-05
47,61,2,2,0.801843317972,0.00049841024319
47,68,2,2,0.58064516129,0.000353926619214
47,69,2,2,0.359447004608,0.000214934059333
47,71,2,2,0.884792626728,0.00055407417668
47,76,2,2,0.0552995391705,3.22248002062e-05
47,89,2,2,0.801843317972,0.00049841024319
47,95,2,2,0.0552995391705,3.22248002062e-05
47,121,2,2,0.0829493087557,4.84493515862e-05
47,126,2,3,5.55760368664,0.00300230026986
47,129,2,2,0.0552995391705,3.22248002062e-05
47,133,2,2,0.0829493087557,4.84493515862e-05
47,148,2,2,0.0552995391705,3.22248002062e-05
47,149,2,2,6.44239631336,0.00806870519791
47,154,2,2,0.0552995391705,3.22248002062e-05
47,158,2,2,0.0552995391705,3.22248002062e-05
47,170,2,2,0.0829493087557,4.84493515862e-05
47,187,2,2,8.26728110599,0.0154163444187
47,192,2,2,0.0552995391705,3.22248002062e-05
47,199,2,2,6.02764976959,0.00702500644496
47,200,2,3,0.967741935484,0.000305287580901
47,203,2,2,0.912442396313,0.000572813904913
47,205,2,2,1.96313364055,0.00136143122855
47,211,2,2,0.0829493087557,4.84493515862e-05
47,220,2,3,2.84792626728,0.00108298694107
47,221,2,2,3.04147465438,0.00236315201512
47,236,2,2,7.46543778802,0.0114594533416
47,245,2,2,2.51612903226,0.00184667834651
47,251,2,3,1.10599078341,0.000353327758606
47,269,2,2,0.0552995391705,3.22248002062e-05
47,272,2,3,0.746543778802,0.000230878421134
47,296,2,3,0.193548387097,5.70537446274e-05
47,321,2,3,4.56221198157,0.00213474327017
47,330,2,3,3.15207373272,0.00123984918794
47,340,2,2,0.138248847926,8.11253711486e-05
47,343,2,4,0.967741935484,0.000203525053934
47,346,2,4,0.774193548387,0.000160012801024
47,361,2,2,0.248847926267,0.000147400027296
47,362,2,2,0.0552995391705,3.22248002062e-05
47,374,2,3,5.75115207373,0.00320308810546
47,379,2,2,1.07834101382,0.000687244853006
47,385,2,2,0.608294930876,0.000371680219854
47,390,2,3,11.5023041475,0.0804331013148
47,392,2,2,0.0552995391705,3.22248002062e-05
47,396,2,4,11.33640553,0.0396365042537
47,397,2,3,5.72350230415,0.00317364596216
47,403,2,2,0.248847926267,0.000147400027296
47,417,2,2,0.0552995391705,3.22248002062e-05
47,445,2,3,0.110599078341,3.23746829979e-05
47,446,2,2,0.0552995391705,3.22248002062e-05
47,464,2,2,2.37788018433,0.00172013761101
47,465,2,2,0.0552995391705,3.22248002062e-05
48,26,2,2,0.0552995391705,3.22248002062e-05
48,27,2,2,1.27188940092,0.000825220656828
48,34,2,2,0.387096774194,0.000232018561485
48,35,2,2,0.221198156682,0.000130714682527
48,39,2,2,0.0829493087557,4.84493515862e-05
48,44,2,3,0.940092165899,0.000295823665893
48,45,2,3,0.52534562212,0.000159338048249
48,47,2,2,0.0829493087557,4.84493515862e-05
48,50,2,4,0.414746543779,8.30615375244e-05
48,51,2,3,1.6866359447,0.000569160814366
48,52,2,2,0.0829493087557,4.84493515862e-05
48,53,2,3,0.552995391705,0.00016812939238
48,59,2,3,0.110599078341,3.23746829979e-05
48,61,2,2,0.801843317972,0.00049841024319
48,68,2,2,0.58064516129,0.000353926619214
48,69,2,2,0.359447004608,0.000214934059333
48,71,2,2,0.884792626728,0.00055407417668
48,76,2,2,0.0552995391705,3.22248002062e-05
48,89,2,2,0.801843317972,0.00049841024319
48,95,2,2,0.0552995391705,3.22248002062e-05
48,121,2,2,0.0829493087557,4.84493515862e-05
48,126,2,3,7.38248847926,0.00556427747753
48,129,2,2,0.0552995391705,3.22248002062e-05
48,133,2,2,0.0829493087557,4.84493515862e-05
48,148,2,2,0.0552995391705,3.22248002062e-05
48,149,2,2,5.55760368664,0.00600460053972
48,154,2,2,0.0552995391705,3.22248002062e-05
48,158,2,2,0.0552995391705,3.22248002062e-05
48,170,2,2,0.0829493087557,4.84493515862e-05
48,187,2,2,3.73271889401,0.00314272633449
48,192,2,2,0.0552995391705,3.22248002062e-05
48,199,2,2,5.97235023041,0.00689669852487
48,200,2,3,0.967741935484,0.000305287580901
48,203,2,2,0.912442396313,0.000572813904913
48,205,2,2,1.96313364055,0.00136143122855
48,211,2,2,0.0829493087557,4.84493515862e-05
48,220,2,3,2.84792626728,0.00108298694107
48,221,2,2,4.95852534562,0.00628099331373
48,236,2,2,4.53456221198,0.00422789378706
48,245,2,2,2.51612903226,0.00184667834651
48,251,2,3,1.10599078341,0.000353327758606
48,269,2,2,0.0552995391705,3.22248002062e-05
48,272,2,3,0.746543778802,0.000230878421134
48,296,2,3,0.193548387097,5.70537446274e-05
48,321,2,3,4.01843317972,0.00180546730672
48,330,2,3,3.15207373272,0.00123984918794
48,340,2,2,0.138248847926,8.11253711486e-05
48,343,2,4,0.967741935484,0.000203525053934
48,346,2,4,0.774193548387,0.000160012801024
48,361,2,2,0.248847926267,0.000147400027296
48,362,2,2,0.0552995391705,3.22248002062e-05
48,374,2,3,6.30414746544,0.00385195864213
48,379,2,2,1.07834101382,0.000687244853006
48,385,2,2,0.608294930876,0.000371680219854
48,390,2,3,6.52534562212,0.00414821064473
48,392,2,2,0.0552995391705,3.22248002062e-05
48,396,2,4,0.995391705069,0.000209866035514
48,397,2,3,3.16129032258,0.00109508672588
48,403,2,2,0.248847926267,0.000147400027296
48,417,2,2,0.0552995391705,3.22248002062e-05
48,445,2,3,0.110599078341,3.23746829979e-05
48,446,2,2,0.0552995391705,3.22248002062e-05
48,464,2,2,2.37788018433,0.00172013761101
48,465,2,2,0.0552995391705,3.22248002062e-05
50,26,4,2,0.276497695853,5.52461769646e-05
50,27,4,2,35.7603686636,0.0666068314169
50,34,4,2,3.74193548387,0.0111139523431
50,35,4,2,1.10599078341,0.000224097168532
50,39,4,2,0.414746543779,8.30615375244e-05
50,44,4,3,37.0967741935,0.0494679793158
50,45,4,3,2.6267281106,0.000273169048509
50,47,4,2,0.414746543779,8.30615375244e-05
50,48,4,2,0.414746543779,8.30615375244e-05
50,51,4,3,34.8387096774,0.0262318233919
50,52,4,2,0.414746543779,8.30615375244e-05
50,53,4,3,2.76497695853,0.000288240923293
50,59,4,3,0.552995391705,5.55031359272e-05
50,61,4,2,4.00921658986,0.000854474203718
50,68,4,2,2.90322580645,0.000606771570729
50,69,4,2,1.79723502304,0.000368482814528
50,71,4,2,40.4608294931,0.103383799479
50,76,4,2,0.276497695853,5.52461769646e-05
