NA site,NS1 site,N alleles NA,N alleles NS1,Chi,ChiSqDf
34,114,2,2,10.064516129,0.0322673031026
34,115,2,6,31.8709677419,0.0473266045549
34,116,2,3,3.48387096774,0.00110565110565
34,117,2,2,3.61290322581,0.00229885057471
34,118,2,2,1.29032258065,0.000786163522013
34,119,2,2,0.645161290323,0.0003885003885
34,122,2,3,0.645161290323,0.00019425019425
34,123,2,2,0.258064516129,0.000154320987654
34,124,2,3,4.90322580645,0.00159932659933
34,127,2,2,2.1935483871,0.00163832199546
34,129,2,2,0.387096774194,2.63898662913e-05
34,138,2,3,2.58064516129,0.000805152979066
34,142,2,3,3.22580645161,0.00101874490628
34,143,2,3,5.16129032258,0.00169204737733
34,149,2,2,0.258064516129,0.000154320987654
34,155,2,2,0.387096774194,0.000232018561485
34,162,2,2,0.387096774194,0.000232018561485
34,178,2,2,27.6129032258,0.112245098039
34,184,2,2,1.03225806452,0.000625978090767
34,196,2,2,2.96774193548,0.00186536901865
34,199,2,2,1.16129032258,0.000705882352941
34,202,2,3,1.03225806452,0.000312989045383
34,206,2,2,2.1935483871,0.0013589128697
34,213,2,3,37.2903225806,0.16053549625
34,217,2,3,2.70967741935,0.000847457627119
34,224,2,2,0.258064516129,0.000154320987654
34,236,2,2,0.258064516129,0.000154320987654
34,239,2,2,0.387096774194,0.000232018561485
34,249,2,2,3.35483870968,0.00212418300654
34,254,2,2,1.41935483871,0.00086682427108
34,257,2,2,7.74193548387,0.138888888889
34,264,2,2,4.12903225806,0.00265339966833
34,281,2,2,2.96774193548,0.00186536901865
35,35,2,2,0.294930875576,0.000174691560214
35,50,2,2,0.589861751152,0.000352663713108
35,63,2,2,0.147465437788,8.69414014954e-05
35,86,2,3,0.73732718894,0.000221454513243
35,93,2,2,2.24884792627,0.000629122859697
35,98,2,2,8.75576036866,0.0154322887598
35,102,2,2,0.221198156682,0.000130714682527
35,104,2,3,0.663594470046,0.00019884009942
35,105,2,2,0.147465437788,8.69414014954e-05
35,108,2,3,9.86175115207,0.014321116798
35,109,2,3,8.82949308756,0.00802952466999
35,112,2,2,0.294930875576,0.000174691560214
35,113,2,2,0.147465437788,8.69414014954e-05
35,114,2,2,1.10599078341,0.000672291505597
35,115,2,6,10.1382488479,0.00167495103213
35,116,2,3,10.4516129032,0.0218102225144
35,117,2,2,9.93548387097,0.029995345637
35,118,2,2,0.73732718894,0.000442909026486
35,119,2,2,0.36866359447,0.00021887345831
35,122,2,3,0.36866359447,0.000109436729155
35,123,2,2,0.147465437788,8.69414014954e-05
35,124,2,3,9.93548387097,0.0150966827903
35,127,2,2,1.03225806452,0.000625978090767
35,129,2,2,9.93548387097,0.029995345637
35,138,2,3,1.47465437788,0.00045360731215
35,142,2,3,10.4516129032,0.0217910970304
35,143,2,3,17.0506912442,0.134492837334
35,149,2,2,0.147465437788,8.69414014954e-05
35,155,2,2,0.221198156682,0.000130714682527
35,162,2,2,7.77880184332,0.161654121688
35,178,2,2,2.5069124424,0.00159624413146
35,184,2,2,0.589861751152,0.000352663713108
35,196,2,2,10.3041474654,0.0387984488617
35,199,2,2,3.33640552995,0.0100527785449
35,202,2,3,0.589861751152,0.000176331856554
35,206,2,2,1.2534562212,0.000765584715326
35,213,2,3,2.28571428571,0.000722282412423
35,217,2,3,7.04147465438,0.015752489732
35,224,2,2,0.147465437788,8.69414014954e-05
35,236,2,2,0.147465437788,8.69414014954e-05
35,239,2,2,0.221198156682,0.000130714682527
35,249,2,2,10.0829493088,0.0331056063632
35,254,2,2,7.18894009217,0.038366887333
35,257,2,2,0.147465437788,8.69414014954e-05
35,264,2,2,2.35944700461,0.00149487305258
35,281,2,2,10.3041474654,0.0387984488617
39,35,2,2,7.88940092166,0.329473551683
39,50,2,2,0.221198156682,0.000130714682527
39,63,2,2,0.0552995391705,3.22248002062e-05
39,86,2,3,0.276497695853,8.20820382612e-05
39,93,2,2,2.15668202765,0.00152506582549
39,98,2,2,10.7834101382,0.0616958447585
39,102,2,2,0.0829493087557,4.84493515862e-05
39,104,2,3,7.88940092166,0.164741367545
39,105,2,2,0.0552995391705,3.22248002062e-05
39,108,2,3,11.198156682,0.0486038883111
39,109,2,3,10.8110599078,0.0316462526304
39,112,2,2,7.88940092166,0.329473551683
39,113,2,2,0.0552995391705,3.22248002062e-05
39,114,2,2,0.414746543779,0.000249184612573
39,115,2,6,5.88940092166,0.00207046522888
39,116,2,3,11.2534562212,0.116395978345
39,117,2,2,11.2258064516,0.100928074246
39,118,2,2,0.276497695853,0.000164164076522
39,119,2,2,0.138248847926,8.11253711486e-05
39,122,2,3,0.138248847926,4.05626855743e-05
39,123,2,2,0.0552995391705,3.22248002062e-05
39,124,2,3,11.2258064516,0.050464037123
39,127,2,2,0.387096774194,0.000232018561485
39,129,2,2,11.2258064516,0.100928074246
39,138,2,3,0.552995391705,0.00016812939238
39,142,2,3,3.41935483871,0.00615280952984
39,143,2,3,10.9493087558,0.0362681646111
39,149,2,2,0.0552995391705,3.22248002062e-05
39,155,2,2,0.0829493087557,4.84493515862e-05
39,162,2,2,0.0829493087557,4.84493515862e-05
39,178,2,2,0.940092165899,0.000591647331787
39,184,2,2,0.221198156682,0.000130714682527
39,196,2,2,3.36405529954,0.0108997753284
39,199,2,2,3.75115207373,0.0334933705372
39,202,2,3,0.221198156682,6.53573412634e-05
39,206,2,2,7.52995391705,0.0728216662374
39,213,2,3,0.857142857143,0.00026771372479
39,217,2,3,0.58064516129,0.000176963309607
39,224,2,2,0.0552995391705,3.22248002062e-05
39,236,2,2,0.0552995391705,3.22248002062e-05
39,239,2,2,0.0829493087557,4.84493515862e-05
39,249,2,2,11.2811059908,0.109227199714
39,254,2,2,0.304147465438,0.000181007388392
39,257,2,2,0.0552995391705,3.22248002062e-05
39,264,2,2,0.884792626728,0.00055407417668
39,281,2,2,3.36405529954,0.0108997753284
44,35,3,2,6.8202764977,0.0123808139535
44,50,3,2,2.5069124424,0.000798122065728
44,63,3,2,0.626728110599,0.000196759259259
44,86,3,3,1.65898617512,0.000296285377358
44,93,3,2,60.9953917051,0.0616217858686
44,98,3,2,7.02304147465,0.00155441433566
44,102,3,2,3.11520737327,0.00344257540603
44,104,3,3,21.9539170507,0.128564705882
44,105,3,2,0.626728110599,0.000196759259259
44,108,3,3,27.465437788,0.0147819158039
44,109,3,3,7.33640552995,0.000932997548873
44,112,3,2,6.8202764977,0.0123808139535
44,113,3,2,3.41013824885,0.00616174768519
44,114,3,2,31.5760368664,0.072603221957
44,115,3,6,73.0875576037,0.0100043796253
44,116,3,3,22.4239631336,0.0441218409968
44,117,3,2,19.7419354839,0.0157920258621
44,118,3,2,3.133640553,0.00100235849057
44,119,3,2,1.5668202765,0.000495337995338
44,122,3,3,3.133640553,0.00181526806527
44,123,3,2,0.626728110599,0.000196759259259
44,124,3,3,56.7926267281,0.0840482954545
44,127,3,2,4.38709677419,0.00141666666667
44,129,3,2,15.7419354839,0.0100892857143
44,138,3,3,33.4470046083,0.0668214070048
44,142,3,3,3.83410138249,0.000394909186168
44,143,3,3,52.8110599078,0.042451242319
44,149,3,2,0.626728110599,0.000196759259259
44,155,3,2,0.940092165899,0.000295823665893
44,162,3,2,0.940092165899,0.000295823665893
44,178,3,2,6.65437788018,0.00143851102941
44,184,3,2,2.5069124424,0.000798122065728
44,196,3,2,5.21658986175,0.0014314238866
44,199,3,2,5.34562211982,0.00345294117647
44,202,3,3,2.24884792627,0.000551643192488
44,206,3,2,42.9861751152,0.119278106926
44,213,3,3,37.2442396313,0.0746417493797
44,217,3,3,1.84331797235,0.000238834920376
44,224,3,2,0.626728110599,0.000196759259259
44,236,3,2,3.96313364055,0.123891782407
44,239,3,2,0.940092165899,0.000295823665893
44,249,3,2,20.331797235,0.0179226762821
44,254,3,2,24.7557603687,0.0602753599828
44,257,3,2,0.626728110599,0.000196759259259
44,264,3,2,18.5622119816,0.0123867964863
44,281,3,2,5.21658986175,0.0014314238866
45,35,3,2,0.700460829493,0.000212944802466
45,50,3,2,1.40092165899,0.000429888568358
45,63,3,2,0.350230414747,0.000105979473449
45,86,3,3,3.42857142857,0.00265117072062
45,93,3,2,29.5299539171,0.0504352761088
45,98,3,2,7.70506912442,0.00258263824529
45,102,3,2,3.75115207373,0.0167847466173
45,104,3,3,1.57603686636,0.000242381289865
45,105,3,2,0.350230414747,0.000105979473449
45,108,3,3,2.92165898618,0.000325405326276
45,109,3,3,7.8801843318,0.0013240623161
45,112,3,2,0.700460829493,0.000212944802466
45,113,3,2,3.81566820276,0.023406124498
45,114,3,2,34.7557603687,0.295835178423
45,115,3,6,24.8617511521,0.0060816856696
45,116,3,3,4.72811059908,0.000759302566531
45,117,3,2,4.90322580645,0.00157872870794
45,118,3,2,3.07834101382,0.0033146737895
45,119,3,2,0.875576036866,0.000266801471621
45,122,3,3,3.84331797235,0.00844075603112
45,123,3,2,0.350230414747,0.000105979473449
45,124,3,3,6.65437788018,0.00109833272484
45,127,3,2,2.45161290323,0.000763052208835
45,129,3,2,4.90322580645,0.00157872870794
45,138,3,3,35.7603686636,0.250160060532
45,142,3,3,4.37788018433,0.000699619995876
45,143,3,3,32.9400921659,0.0555469003988
45,149,3,2,0.350230414747,0.000105979473449
45,155,3,2,0.52534562212,0.000159338048249
45,162,3,2,0.52534562212,0.000159338048249
45,178,3,2,5.95391705069,0.00194578313253
45,184,3,2,3.26267281106,0.00449580010182
45,196,3,2,4.02764976959,0.00128103655498
45,199,3,2,1.57603686636,0.000484762579731
45,202,3,3,3.59447004608,0.00378415068726
45,206,3,2,2.97695852535,0.000933229320158
45,213,3,3,5.42857142857,0.000880444856348
45,217,3,3,3.67741935484,0.000581988972841
45,224,3,2,0.350230414747,0.000105979473449
45,236,3,2,0.350230414747,0.000105979473449
45,239,3,2,0.52534562212,0.000159338048249
45,249,3,2,4.55299539171,0.0014587762816
45,254,3,2,27.0875576037,0.2427059337
45,257,3,2,0.350230414747,0.000105979473449
45,264,3,2,5.60368663594,0.00182221423005
45,281,3,2,4.02764976959,0.00128103655498
47,35,2,2,0.110599078341,6.47493659958e-05
47,50,2,2,0.221198156682,0.000130714682527
47,63,2,2,0.0552995391705,3.22248002062e-05
47,86,2,3,0.276497695853,8.20820382612e-05
47,93,2,2,9.84331797235,0.0317686953418
47,98,2,2,1.21658986175,0.000785293592718
47,102,2,2,0.0829493087557,4.84493515862e-05
47,104,2,3,0.248847926267,7.37000136482e-05
47,105,2,2,0.0552995391705,3.22248002062e-05
47,108,2,3,0.857142857143,0.00026771372479
47,109,2,3,1.24423963134,0.00040260290232
47,112,2,2,0.110599078341,6.47493659958e-05
47,113,2,2,0.0552995391705,3.22248002062e-05
47,114,2,2,0.414746543779,0.000249184612573
47,115,2,6,6.80184331797,0.00182159253591
47,116,2,3,0.746543778802,0.000230878421134
47,117,2,2,0.774193548387,0.000480038403072
47,118,2,2,0.276497695853,0.000164164076522
47,119,2,2,0.138248847926,8.11253711486e-05
47,122,2,3,7.91705069124,0.220679938777
47,123,2,2,0.0552995391705,3.22248002062e-05
47,124,2,3,1.05069124424,0.000333966111228
47,127,2,2,0.387096774194,0.000232018561485
47,129,2,2,0.774193548387,0.000480038403072
47,138,2,3,0.552995391705,0.00016812939238
47,142,2,3,0.691244239631,0.000212730954907
47,143,2,3,1.10599078341,0.000353327758606
47,149,2,2,7.94470046083,0.66512345679
47,155,2,2,0.0829493087557,4.84493515862e-05
47,162,2,2,0.0829493087557,4.84493515862e-05
47,178,2,2,0.940092165899,0.000591647331787
47,184,2,2,0.221198156682,0.000130714682527
47,196,2,2,0.635944700461,0.000389520212712
47,199,2,2,0.248847926267,0.000147400027296
47,202,2,3,0.221198156682,6.53573412634e-05
47,206,2,2,0.470046082949,0.000283763708291
47,213,2,3,0.857142857143,0.00026771372479
47,217,2,3,0.58064516129,0.000176963309607
47,224,2,2,0.0552995391705,3.22248002062e-05
47,236,2,2,0.0552995391705,3.22248002062e-05
47,239,2,2,0.0829493087557,4.84493515862e-05
47,249,2,2,0.718894009217,0.000443564896956
47,254,2,2,0.304147465438,0.000181007388392
47,257,2,2,0.0552995391705,3.22248002062e-05
47,264,2,2,0.884792626728,0.00055407417668
47,281,2,2,0.635944700461,0.000389520212712
48,35,2,2,0.110599078341,6.47493659958e-05
48,50,2,2,0.221198156682,0.000130714682527
48,63,2,2,0.0552995391705,3.22248002062e-05
48,86,2,3,0.276497695853,8.20820382612e-05
48,93,2,2,2.15668202765,0.00152506582549
48,98,2,2,1.21658986175,0.000785293592718
48,102,2,2,0.0829493087557,4.84493515862e-05
48,104,2,3,0.248847926267,7.37000136482e-05
48,105,2,2,0.0552995391705,3.22248002062e-05
48,108,2,3,0.857142857143,0.00026771372479
48,109,2,3,1.24423963134,0.00040260290232
48,112,2,2,0.110599078341,6.47493659958e-05
48,113,2,2,0.0552995391705,3.22248002062e-05
48,114,2,2,0.414746543779,0.000249184612573
48,115,2,6,6.91244239631,0.00189145566428
48,116,2,3,0.746543778802,0.000230878421134
48,117,2,2,0.774193548387,0.000480038403072
48,118,2,2,0.276497695853,0.000164164076522
48,119,2,2,0.138248847926,8.11253711486e-05
48,122,2,3,0.138248847926,4.05626855743e-05
48,123,2,2,0.0552995391705,3.22248002062e-05
48,124,2,3,1.05069124424,0.000333966111228
48,127,2,2,0.387096774194,0.000232018561485
48,129,2,2,0.774193548387,0.000480038403072
48,138,2,3,0.552995391705,0.00016812939238
48,142,2,3,0.691244239631,0.000212730954907
48,143,2,3,1.10599078341,0.000353327758606
48,149,2,2,0.0552995391705,3.22248002062e-05
48,155,2,2,0.0829493087557,4.84493515862e-05
48,162,2,2,0.0829493087557,4.84493515862e-05
48,178,2,2,0.940092165899,0.000591647331787
48,184,2,2,0.221198156682,0.000130714682527
48,196,2,2,0.635944700461,0.000389520212712
48,199,2,2,0.248847926267,0.000147400027296
48,202,2,3,0.221198156682,6.53573412634e-05
48,206,2,2,0.470046082949,0.000283763708291
48,213,2,3,0.857142857143,0.00026771372479
48,217,2,3,0.58064516129,0.000176963309607
48,224,2,2,0.0552995391705,3.22248002062e-05
48,236,2,2,0.0552995391705,3.22248002062e-05
48,239,2,2,0.0829493087557,4.84493515862e-05
48,249,2,2,0.718894009217,0.000443564896956
48,254,2,2,0.304147465438,0.000181007388392
48,257,2,2,0.0552995391705,3.22248002062e-05
48,264,2,2,0.884792626728,0.00055407417668
48,281,2,2,0.635944700461,0.000389520212712
50,35,4,2,0.552995391705,0.000111006271854
50,50,4,2,1.10599078341,0.000224097168532
50,63,4,2,0.276497695853,5.52461769646e-05
50,86,4,3,3.97235023041,0.00999028084238
50,93,4,2,35.3732718894,0.0374856436339
50,98,4,2,5.27188940092,0.00381105900199
50,102,4,2,0.414746543779,8.30615375244e-05
50,104,4,3,1.24423963134,0.000126351256493
50,105,4,2,0.276497695853,5.52461769646e-05
50,108,4,3,3.73271889401,0.00269727652978
50,109,4,3,6.22119815668,0.000690222159506
50,112,4,2,0.552995391705,0.000111006271854
50,113,4,2,0.276497695853,5.52461769646e-05
50,114,4,2,2.07373271889,0.000427201941206
50,115,4,6,30.3133640553,0.00274850292571
50,116,4,3,3.97235023041,0.0037404202082
50,117,4,2,3.48387096774,0.00551541907192
50,118,4,2,1.38248847926,0.00028144278831
50,119,4,2,0.691244239631,0.000139081284666
50,122,4,3,0.691244239631,6.9540642333e-05
50,123,4,2,0.276497695853,5.52461769646e-05
50,124,4,3,41.1797235023,0.16915733652
50,127,4,2,1.93548387097,0.000397772474145
50,129,4,2,3.48387096774,0.00551541907192
50,138,4,3,8.1935483871,0.0195075633836
50,142,4,3,3.85253456221,0.00371245046832
50,143,4,3,6.34101382488,0.0029065127352
50,149,4,2,0.276497695853,5.52461769646e-05
50,155,4,2,0.414746543779,8.30615375244e-05
50,162,4,2,0.414746543779,8.30615375244e-05
50,178,4,2,4.07373271889,0.00463200196546
50,184,4,2,1.10599078341,0.000224097168532
50,196,4,2,3.57603686636,0.00667608057314
50,199,4,2,1.24423963134,0.000252702512986
50,202,4,3,1.10599078341,0.000112048584266
50,206,4,2,38.4331797235,0.192869430414
50,213,4,3,41.6313364055,0.17012826952
50,217,4,3,2.90322580645,0.000303385785365
50,224,4,2,0.276497695853,5.52461769646e-05
50,236,4,2,0.276497695853,5.52461769646e-05
50,239,4,2,0.414746543779,8.30615375244e-05
50,249,4,2,3.52073732719,0.00591926538684
50,254,4,2,1.52073732719,0.00031031895146
50,257,4,2,0.276497695853,5.52461769646e-05
50,264,4,2,25.0506912442,0.045345530205
50,281,4,2,3.57603686636,0.00667608057314
51,35,3,2,7.85253456221,0.122864580086
51,50,3,2,4.49769585253,0.00153557628164
51,63,3,2,1.12442396313,0.000378562208321
51,86,3,3,1.62211981567,0.000236115289488
51,93,3,2,43.0230414747,0.0189809722575
51,98,3,2,23.1152073733,0.0484167307224
51,102,3,2,2.42396313364,0.00126380146315
51,104,3,3,17.1658986175,0.250449455922
51,105,3,2,2.94930875576,0.00276479974636
51,108,3,3,15.8387096774,0.0327399224027
51,109,3,3,23.6774193548,0.0248508575899
51,112,3,2,7.85253456221,0.122864580086
51,113,3,2,2.94930875576,0.00276479974636
51,114,3,2,28.1198156682,0.0344967574836
51,115,3,6,39.6313364055,0.00423695024975
51,116,3,3,23.7188940092,0.170307283437
51,117,3,2,14.9677419355,0.0679806894513
51,118,3,2,5.62211981567,0.00192852445748
51,119,3,2,2.81105990783,0.000953023741227
51,122,3,3,2.46082949309,0.000817594051685
51,123,3,2,1.12442396313,0.000378562208321
51,124,3,3,46.1751152074,0.0727355343025
51,127,3,2,7.87096774194,0.00272564789991
51,129,3,2,10.9677419355,0.0368784396857
51,138,3,3,31.4746543779,0.0358230590269
51,142,3,3,14.0552995392,0.0024990659229
51,143,3,3,38.6359447005,0.0305200911039
51,149,3,2,1.12442396313,0.000378562208321
51,155,3,2,1.6866359447,0.000569160814366
51,162,3,2,1.6866359447,0.000569160814366
51,178,3,2,19.1152073733,0.00695040214477
51,184,3,2,0.497695852535,9.20539779132e-05
51,196,3,2,4.93087557604,0.000771013634958
51,199,3,2,4.72811059908,0.0133289526713
51,202,3,3,1.23502304147,0.000256702247254
51,206,3,2,38.4423963134,0.0659819424899
51,213,3,3,35.133640553,0.0405257158957
51,217,3,3,11.8064516129,0.00207888399146
51,224,3,2,1.12442396313,0.000378562208321
51,236,3,2,1.12442396313,0.000378562208321
51,239,3,2,2.42396313364,0.00126380146315
51,249,3,2,15.0414746544,0.0733348270149
51,254,3,2,22.2211981567,0.0290892264434
51,257,3,2,1.12442396313,0.000378562208321
51,264,3,2,11.1889400922,0.00296562171739
51,281,3,2,4.93087557604,0.000771013634958
52,35,2,2,0.110599078341,6.47493659958e-05
52,50,2,2,0.221198156682,0.000130714682527
52,63,2,2,0.0552995391705,3.22248002062e-05
52,86,2,3,0.276497695853,8.20820382612e-05
52,93,2,2,2.15668202765,0.00152506582549
52,98,2,2,1.21658986175,0.000785293592718
52,102,2,2,0.0829493087557,4.84493515862e-05
52,104,2,3,0.248847926267,7.37000136482e-05
52,105,2,2,0.0552995391705,3.22248002062e-05
52,108,2,3,0.857142857143,0.00026771372479
52,109,2,3,1.24423963134,0.00040260290232
52,112,2,2,0.110599078341,6.47493659958e-05
52,113,2,2,0.0552995391705,3.22248002062e-05
52,114,2,2,0.414746543779,0.000249184612573
52,115,2,6,2.91244239631,0.000424329968599
52,116,2,3,0.746543778802,0.000230878421134
52,117,2,2,0.774193548387,0.000480038403072
52,118,2,2,0.276497695853,0.000164164076522
52,119,2,2,0.138248847926,8.11253711486e-05
52,122,2,3,0.138248847926,4.05626855743e-05
52,123,2,2,0.0552995391705,3.22248002062e-05
52,124,2,3,1.05069124424,0.000333966111228
52,127,2,2,0.387096774194,0.000232018561485
52,129,2,2,0.774193548387,0.000480038403072
52,138,2,3,0.552995391705,0.00016812939238
52,142,2,3,0.691244239631,0.000212730954907
52,143,2,3,1.10599078341,0.000353327758606
52,149,2,2,0.0552995391705,3.22248002062e-05
52,155,2,2,0.0829493087557,4.84493515862e-05
52,162,2,2,0.0829493087557,4.84493515862e-05
52,178,2,2,0.940092165899,0.000591647331787
52,184,2,2,0.221198156682,0.000130714682527
52,196,2,2,0.635944700461,0.000389520212712
52,199,2,2,0.248847926267,0.000147400027296
52,202,2,3,0.221198156682,6.53573412634e-05
52,206,2,2,0.470046082949,0.000283763708291
52,213,2,3,0.857142857143,0.00026771372479
52,217,2,3,0.58064516129,0.000176963309607
52,224,2,2,0.0552995391705,3.22248002062e-05
52,236,2,2,0.0552995391705,3.22248002062e-05
52,239,2,2,0.0829493087557,4.84493515862e-05
52,249,2,2,0.718894009217,0.000443564896956
52,254,2,2,0.304147465438,0.000181007388392
52,257,2,2,0.0552995391705,3.22248002062e-05
52,264,2,2,0.884792626728,0.00055407417668
52,281,2,2,0.635944700461,0.000389520212712
53,35,3,2,3.92626728111,0.0611729019211
53,50,3,2,1.47465437788,0.00045360731215
53,63,3,2,0.36866359447,0.000111826802648
53,86,3,3,1.84331797235,0.000284841855802
53,93,3,2,59.0599078341,0.0990693071787
53,98,3,2,8.11059907834,0.00272513315992
53,102,3,2,0.552995391705,0.00016812939238
53,104,3,3,3.20737327189,0.00195510088093
53,105,3,2,3.96313364055,0.123870549293
53,108,3,3,5.71428571429,0.000929022668153
53,109,3,3,8.29493087558,0.00139711635185
53,112,3,2,0.73732718894,0.000224693854623
53,113,3,2,0.36866359447,0.000111826802648
53,114,3,2,2.76497695853,0.00086472276988
53,115,3,6,41.3824884793,0.00625203895123
53,116,3,3,4.97695852535,0.00080119645337
53,117,3,2,5.16129032258,0.00166583374979
53,118,3,2,1.84331797235,0.000569683711603
53,119,3,2,0.921658986175,0.000281522020652
53,122,3,3,7.52073732719,0.0171559519386
53,123,3,2,0.36866359447,0.000111826802648
53,124,3,3,7.00460829493,0.00115893231835
53,127,3,2,2.58064516129,0.000805152979066
53,129,3,2,5.16129032258,0.00166583374979
53,138,3,3,3.6866359447,0.000583444187729
53,142,3,3,11.5299539171,0.0298211733579
53,143,3,3,7.3732718894,0.00122612128792
53,149,3,2,7.66820276498,0.0534979423868
53,155,3,2,0.552995391705,0.00016812939238
53,162,3,2,0.552995391705,0.00016812939238
53,178,3,2,6.26728110599,0.00205314009662
53,184,3,2,1.47465437788,0.00045360731215
53,196,3,2,4.23963133641,0.00135171668018
53,199,3,2,1.65898617512,0.000511508951407
53,202,3,3,1.47465437788,0.000226803656075
53,206,3,2,3.133640553,0.0009847194708
53,213,3,3,2.03686635945,0.000354484225452
53,217,3,3,3.87096774194,0.000614099729796
53,224,3,2,0.36866359447,0.000111826802648
53,236,3,2,0.36866359447,0.000111826802648
53,239,3,2,0.552995391705,0.00016812939238
53,249,3,2,4.79262672811,0.00153926304821
53,254,3,2,2.17511520737,0.000853431010693
